역번호,역명,구분,카이제곱통계량,P값,자유도,지하철 기대 빈도,버스 기대 빈도,동일 여부
221,역삼,하차,0.22884036713903574,0.9999999999999991,19,"[0.0133661  0.02322682 0.06541131 0.13901998 0.12362406 0.08687411
 0.06276464 0.04728214 0.04611852 0.04137284 0.04160522 0.04288558
 0.05082133 0.06028529 0.0430448  0.03150016 0.02833157 0.02692472
 0.01653257 0.00900826]","[0.01309305 0.02275233 0.06407507 0.13618005 0.12109864 0.08509942
 0.06148247 0.04631625 0.0451764  0.04052767 0.0407553  0.0420095
 0.04978314 0.05905376 0.04216547 0.03085667 0.0277528  0.0263747
 0.01619484 0.00882424]",동일
222,강남,승차,0.08443636884366504,1.0,19,"[0.00639836 0.01231158 0.02831408 0.04108991 0.03541383 0.03069418
 0.03324746 0.04005541 0.04652291 0.04940894 0.05710003 0.06533765
 0.08533346 0.10316942 0.07948777 0.07205406 0.074539   0.07102144
 0.04461459 0.02388591]","[0.00620382 0.01193725 0.02745319 0.03984058 0.03433707 0.02976093
 0.03223658 0.03883753 0.04510839 0.04790667 0.05536391 0.06335106
 0.08273891 0.10003256 0.07707095 0.06986326 0.07227265 0.06886204
 0.04325809 0.02315966]",동일
222,강남,하차,0.0645934594044024,1.0,19,"[0.01092868 0.01953699 0.04708302 0.08630437 0.09546866 0.06849771
 0.05993707 0.05165076 0.05421583 0.05118721 0.05276317 0.05696211
 0.0706126  0.08904516 0.05931288 0.04109076 0.03251499 0.02689623
 0.0169982  0.0089936 ]","[0.01070748 0.01914155 0.04613003 0.08455751 0.09353631 0.06711127
 0.0587239  0.05060532 0.05311846 0.05015114 0.05169521 0.05580916
 0.06918336 0.08724282 0.05811235 0.04025906 0.03185687 0.02635184
 0.01665414 0.00881156]",동일
223,교대(법원.검찰청),승차,0.09292481615360365,1.0,19,"[0.00823972 0.01795043 0.04108906 0.05658448 0.04698926 0.03902466
 0.03945269 0.04282849 0.04992972 0.0542469  0.05912636 0.06394669
 0.08650664 0.10870312 0.07032507 0.06508332 0.05643436 0.04970793
 0.0291369  0.01469421]","[0.00805382 0.01754543 0.04016201 0.05530782 0.04592909 0.03814418
 0.03856256 0.04186219 0.0488032  0.05302299 0.05779235 0.06250392
 0.08455488 0.10625056 0.06873839 0.06361491 0.05516109 0.04858642
 0.02847952 0.01436268]",동일
223,교대(법원.검찰청),하차,0.08076416855015782,1.0,19,"[0.01699427 0.02272496 0.04507488 0.09753374 0.09038794 0.06795038
 0.06117189 0.05158411 0.05312055 0.05059659 0.05185108 0.05571826
 0.06653978 0.07773922 0.05477274 0.03968191 0.03464621 0.03234598
 0.02027839 0.00928712]","[0.01665624 0.02227295 0.04417831 0.09559373 0.08859005 0.0665988
 0.05995514 0.05055806 0.05206394 0.04959019 0.05081972 0.05460999
 0.06521625 0.07619293 0.05368327 0.03889261 0.03395707 0.03170259
 0.01987504 0.00910239]",동일
224,서초,승차,0.03461577736003632,1.0,19,"[0.00681367 0.0145681  0.03248334 0.04924333 0.04516935 0.03821941
 0.04399415 0.04509575 0.05423442 0.0551605  0.06555411 0.07258151
 0.09081841 0.11080361 0.07653764 0.06813799 0.05515996 0.04376419
 0.0224208  0.00923976]","[0.006771   0.01447685 0.03227988 0.04893489 0.04488643 0.03798002
 0.04371859 0.04481329 0.05389472 0.054815   0.0651435  0.07212689
 0.09024956 0.11010958 0.07605824 0.0677112  0.05481446 0.04349007
 0.02228036 0.00918188]",동일
224,서초,하차,0.12252166849175451,1.0,19,"[0.01466241 0.02803342 0.06105637 0.11538673 0.10243372 0.07861175
 0.06809222 0.05308585 0.05352529 0.04975935 0.04959821 0.0549863
 0.05689693 0.0611594  0.04534089 0.032365   0.02854888 0.02636124
 0.01419408 0.00590196]","[0.01454875 0.0278161  0.06058306 0.11449224 0.10163964 0.07800234
 0.06756436 0.05267432 0.05311035 0.04937361 0.04921372 0.05456004
 0.05645586 0.06068528 0.0449894  0.0321141  0.02832757 0.02615689
 0.01408404 0.0058562 ]",동일
225,방배,승차,0.06605852508630362,1.0,19,"[0.0086988  0.02008627 0.05145226 0.07429687 0.064091   0.05104456
 0.04826358 0.04908571 0.05176359 0.05442434 0.06172256 0.07505598
 0.07875798 0.098299   0.0580226  0.05093004 0.04125522 0.03382847
 0.01895797 0.00996318]","[0.00849605 0.01961811 0.05025303 0.07256519 0.0625972  0.04985484
 0.04713867 0.04794164 0.05055711 0.05315584 0.06028395 0.07330661
 0.07692232 0.09600789 0.05667023 0.04974298 0.04029367 0.03304002
 0.01851611 0.00973097]",동일
225,방배,하차,0.041023720328752844,1.0,19,"[0.00956385 0.02157787 0.05196399 0.11143769 0.08149018 0.06364313
 0.05104022 0.04757365 0.04865987 0.04851946 0.05168379 0.05601494
 0.0644789  0.07694127 0.05947906 0.04475675 0.03962178 0.03816578
 0.0222191  0.01116868]","[0.00936818 0.02113639 0.05090081 0.10915769 0.07982291 0.062341
 0.04999594 0.0466003  0.0476643  0.04752676 0.05062635 0.05486888
 0.06315967 0.07536707 0.05826213 0.04384104 0.03881113 0.03738492
 0.0217645  0.01094017]",동일
226,사당,승차,0.0525082368151676,1.0,19,"[0.01631366 0.02672283 0.06526256 0.08817378 0.07123771 0.05564363
 0.04852199 0.04749486 0.04828835 0.04891925 0.05060603 0.05410566
 0.06119536 0.07208261 0.05547264 0.05126408 0.0489324  0.04587782
 0.03062908 0.0132557 ]","[0.01595587 0.02613675 0.06383123 0.08623997 0.06967534 0.05442326
 0.04745781 0.04645321 0.0472293  0.04784636 0.04949615 0.05291902
 0.05985323 0.0705017  0.05425602 0.05013976 0.04785922 0.04487163
 0.02995733 0.01296497]",동일
226,사당,하차,0.04260899996976708,1.0,19,"[0.01141108 0.02374071 0.04006987 0.06182844 0.04891773 0.04166946
 0.0422552  0.04337207 0.04434406 0.04425648 0.05150923 0.06203622
 0.07897229 0.10242917 0.08299799 0.0647462  0.0568468  0.05141317
 0.03284204 0.01434179]","[0.01123366 0.02337159 0.03944687 0.06086714 0.04815717 0.04102159
 0.04159822 0.04269773 0.0436546  0.04356839 0.05070837 0.0610717
 0.07774444 0.10083663 0.08170756 0.06373954 0.05596296 0.0506138
 0.03233142 0.01411881]",동일
227,낙성대(강감찬),승차,0.043524333308027005,1.0,19,"[0.01850673 0.0292623  0.07531677 0.10513527 0.08369267 0.06642267
 0.05484567 0.05350641 0.05338576 0.04977603 0.0534303  0.05867716
 0.05846043 0.06249402 0.04580858 0.04103876 0.03610463 0.02950594
 0.01807047 0.00655941]","[0.0182263  0.02881889 0.07417549 0.10354215 0.08242447 0.06541617
 0.05401459 0.05269563 0.0525768  0.04902177 0.05262067 0.05778802
 0.05757458 0.06154705 0.04511444 0.0404169  0.03555754 0.02905883
 0.01779664 0.00646001]",동일
227,낙성대(강감찬),하차,0.05908357565157316,1.0,19,"[0.00782876 0.0139026  0.03016614 0.05805019 0.04703915 0.0424314
 0.03990668 0.04018931 0.04258084 0.04316802 0.05071977 0.05710635
 0.06931158 0.09811381 0.09069388 0.07351013 0.06828208 0.06467237
 0.04317104 0.01915591]","[0.00767946 0.01363748 0.02959088 0.0569432  0.04614214 0.04162225
 0.03914568 0.03942292 0.04176885 0.04234482 0.04975257 0.05601736
 0.06798984 0.09624282 0.08896439 0.07210833 0.06697997 0.06343909
 0.04234778 0.01879062]",동일
228,서울대입구(관악구청),승차,0.043634500069539256,1.0,19,"[0.02228603 0.02528388 0.06560647 0.08714704 0.07163151 0.05748569
 0.04918159 0.04866196 0.05100657 0.04956121 0.05323743 0.05773244
 0.06439512 0.070811   0.05414859 0.04927609 0.04544308 0.0415232
 0.02512655 0.01045454]","[0.02185079 0.02479009 0.06432519 0.08544507 0.07023256 0.05636301
 0.04822109 0.0477116  0.05001042 0.04859329 0.05219771 0.05660493
 0.0631375  0.06942808 0.05309108 0.04831374 0.04455558 0.04071226
 0.02463584 0.01025037]",동일
228,서울대입구(관악구청),하차,0.05113245951485564,1.0,19,"[0.0103172  0.01301498 0.02264916 0.0481303  0.0451919  0.04473041
 0.04097618 0.04257427 0.0462027  0.04796522 0.05431668 0.06289575
 0.07622203 0.1028428  0.09003301 0.07074606 0.06471099 0.05896034
 0.03838777 0.01913224]","[0.01011477 0.01275963 0.02220478 0.04718598 0.04430522 0.04385279
 0.04017221 0.04173896 0.04529619 0.04702413 0.05325098 0.06166172
 0.07472654 0.100825   0.08826654 0.06935801 0.06344135 0.05780353
 0.0376346  0.01875686]",동일
229,봉천,승차,0.06611451899551396,1.0,19,"[0.02144862 0.03225899 0.08557405 0.11741283 0.0884575  0.07055316
 0.05649204 0.05401617 0.05277852 0.04974002 0.0501216  0.05494203
 0.05684157 0.0591108  0.0419233  0.03512209 0.02978862 0.02511906
 0.01355422 0.00474481]","[0.02120946 0.03189929 0.08461987 0.11610364 0.08747117 0.06976647
 0.05586214 0.05341387 0.05219002 0.0491854  0.04956273 0.05432941
 0.05620777 0.0584517  0.04145584 0.03473047 0.02945647 0.02483898
 0.01340308 0.00469191]",동일
229,봉천,하차,0.130030777883139,1.0,19,"[0.00917049 0.01591104 0.03401859 0.05951135 0.04443712 0.04006848
 0.03932421 0.0408716  0.04423166 0.04623001 0.05445715 0.06211981
 0.07482982 0.1014287  0.08863934 0.06982375 0.06397925 0.05679837
 0.03683376 0.01731549]","[0.00905185 0.0157052  0.03357849 0.05874144 0.04386222 0.0395501
 0.03881546 0.04034283 0.04365942 0.04563192 0.05375262 0.06131614
 0.07386173 0.10011648 0.08749259 0.06892042 0.06315153 0.05606355
 0.03635723 0.01709147]",동일
230,신림,승차,0.09802915227008129,1.0,19,"[0.02229614 0.03136982 0.07663917 0.10769356 0.08125536 0.06433838
 0.05123371 0.04872468 0.04740151 0.04612706 0.04739747 0.05130346
 0.05603069 0.06406197 0.05149095 0.04285294 0.04035039 0.03784393
 0.02324977 0.00833903]","[0.02200586 0.0309614  0.07564138 0.10629147 0.08019747 0.06350074
 0.05056669 0.04809032 0.04678437 0.04552652 0.04678039 0.05063552
 0.05530121 0.06322793 0.05082057 0.04229502 0.03982506 0.03735123
 0.02294707 0.00823046]",동일
230,신림,하차,0.21678190057991015,0.9999999999999994,19,"[0.011649   0.02044392 0.03944256 0.05812646 0.04448039 0.0366388
 0.03652552 0.0393241  0.04235749 0.04321395 0.05050621 0.05911553
 0.07200543 0.0999574  0.09076617 0.07202771 0.06670593 0.05814256
 0.03994812 0.01862276]","[0.01149465 0.02017304 0.03891994 0.05735628 0.04389102 0.03615333
 0.03604155 0.03880305 0.04179625 0.04264136 0.04983699 0.05833224
 0.07105134 0.09863295 0.08956351 0.07107333 0.06582207 0.05737216
 0.0394188  0.018376  ]",동일
231,신대방,승차,0.06513798895019189,1.0,19,"[0.02959852 0.03529767 0.08982443 0.12262298 0.09181858 0.07095417
 0.05650918 0.05204402 0.04949175 0.04580931 0.04735818 0.05201281
 0.05577739 0.06017559 0.04286165 0.03327961 0.0267654  0.02162123
 0.01133475 0.00484278]","[0.02899131 0.03457355 0.08798171 0.1201074  0.08993494 0.06949856
 0.0553499  0.05097635 0.04847644 0.04486954 0.04638664 0.05094578
 0.05463313 0.0589411  0.04198235 0.03259689 0.02621632 0.02117768
 0.01110222 0.00474343]",동일
231,신대방,하차,0.12911770003344,1.0,19,"[0.01025148 0.01666036 0.0329117  0.05770465 0.03896654 0.03539893
 0.03398071 0.03666568 0.0404072  0.04288947 0.05265178 0.06103721
 0.07741431 0.10319683 0.09336793 0.07331705 0.07108432 0.06240244
 0.04038657 0.01930485]","[0.01008873 0.01639588 0.03238923 0.05678858 0.03834794 0.03483697
 0.03344126 0.03608362 0.03976574 0.0422086  0.05181593 0.06006825
 0.07618536 0.10155857 0.09188571 0.07215314 0.06995586 0.0614118
 0.03974543 0.01899838]",동일
232,구로디지털단지,승차,0.021931795889233413,1.0,19,"[0.02269738 0.02701132 0.06690555 0.08666529 0.0632363  0.04958987
 0.04186787 0.04142708 0.04158113 0.04059298 0.04466862 0.05305901
 0.07394872 0.10489129 0.07129388 0.05753211 0.04557322 0.03672303
 0.02162309 0.00911228]","[0.02236288 0.02661323 0.06591952 0.08538806 0.06230435 0.04885903
 0.04125084 0.04081655 0.04096832 0.03999474 0.04401031 0.05227705
 0.07285889 0.10334545 0.07024318 0.05668422 0.04490158 0.03618182
 0.02130442 0.00897798]",동일
232,구로디지털단지,하차,0.08352389307010244,1.0,19,"[0.0138116  0.02139867 0.05812002 0.11726976 0.07859247 0.05639062
 0.04251727 0.03782405 0.0401493  0.03865745 0.04338395 0.05005358
 0.06323041 0.08280074 0.06950922 0.05293832 0.04889905 0.04314926
 0.02795472 0.01334951]","[0.01363915 0.0211315  0.05739436 0.11580558 0.0776112  0.05568655
 0.04198642 0.03735179 0.03964802 0.03817479 0.04284227 0.04942863
 0.06244094 0.08176693 0.06864136 0.05227736 0.04828852 0.04261052
 0.02760569 0.01318284]",동일
233,대림(구로구청),승차,0.10475842577892808,1.0,19,"[0.03351873 0.02418599 0.05757637 0.08281039 0.06889672 0.06104386
 0.05546127 0.05301731 0.05342867 0.0533158  0.05717556 0.06217491
 0.07160799 0.07625178 0.05414834 0.04455653 0.03713588 0.03056929
 0.01667417 0.00645044]","[0.03276443 0.02364171 0.05628068 0.08094684 0.06734628 0.05967014
 0.05421318 0.05182422 0.05222632 0.05211599 0.05588889 0.06077573
 0.06999654 0.07453583 0.05292979 0.04355384 0.03630019 0.02988137
 0.01629893 0.00630528]",동일
233,대림(구로구청),하차,0.13361153523518743,1.0,19,"[0.01389481 0.02060799 0.0451602  0.07877459 0.0601837  0.05941607
 0.05700996 0.05162426 0.05242185 0.05039472 0.05460839 0.06112013
 0.07310803 0.07855314 0.06001585 0.0487399  0.05090798 0.04468873
 0.02608776 0.01268192]","[0.01355331 0.0201015  0.04405028 0.07683852 0.05870455 0.05795578
 0.0556088  0.05035547 0.05113346 0.04915615 0.05326626 0.05961795
 0.07131122 0.07662251 0.05854082 0.047542   0.0496568  0.0435904
 0.02544659 0.01237023]",동일
234,신도림,승차,0.055553782338543245,1.0,19,"[0.02008171 0.02316281 0.06201154 0.07657406 0.057927   0.04466969
 0.03989131 0.04291595 0.04585239 0.04782192 0.05386578 0.0600254
 0.06965378 0.08297233 0.06593567 0.05789955 0.05563387 0.04754114
 0.03169311 0.01387099]","[0.01982512 0.02286684 0.06121918 0.07559563 0.05718683 0.04409892
 0.0393816  0.04236759 0.04526651 0.04721087 0.05317751 0.05925841
 0.06876377 0.08191214 0.06509317 0.05715974 0.054923   0.04693367
 0.03128815 0.01369375]",동일
234,신도림,하차,0.13434603363794403,1.0,19,"[0.01818054 0.02423807 0.05090088 0.08039718 0.05612794 0.05113076
 0.04592038 0.04782042 0.04846611 0.04682558 0.05145332 0.0584504
 0.07260244 0.0948747  0.06998804 0.05376588 0.04646815 0.03903043
 0.02829178 0.01506701]","[0.01788193 0.02383998 0.05006487 0.07907672 0.05520608 0.05029098
 0.04516617 0.04703501 0.0476701  0.0460565  0.05060824 0.0574904
 0.07141    0.09331646 0.06883854 0.05288281 0.04570495 0.03838938
 0.02782711 0.01481954]",동일
235,문래,승차,0.023414052787647438,1.0,19,"[0.01092417 0.01738401 0.05035972 0.07254776 0.05043929 0.03976964
 0.0362708  0.04047237 0.04284011 0.04599125 0.05341601 0.06221509
 0.08450542 0.12549708 0.07016736 0.06763286 0.05320278 0.04217449
 0.02438643 0.00980335]","[0.01076974 0.01713826 0.04964782 0.07152221 0.04972627 0.03920744
 0.03575807 0.03990024 0.04223451 0.04534111 0.0526609  0.0613356
 0.08331082 0.12372302 0.06917546 0.06667678 0.05245069 0.0415783
 0.0240417  0.00966476]",동일
235,문래,하차,0.05814452504340851,1.0,19,"[0.01408449 0.01914341 0.05117277 0.13356439 0.08105416 0.06709086
 0.05143059 0.04731544 0.04926796 0.04734246 0.04883464 0.05236431
 0.06353782 0.08195254 0.05790043 0.04367718 0.03601792 0.02871235
 0.01746737 0.00806891]","[0.01383707 0.01880712 0.05027384 0.13121811 0.0796303  0.0659123
 0.05052713 0.04648426 0.04840248 0.04651081 0.04797678 0.05144444
 0.06242167 0.0805129  0.05688331 0.04290992 0.0353852  0.02820797
 0.01716053 0.00792716]",동일
237,당산,승차,0.03023869110617755,1.0,19,"[0.01265234 0.02184895 0.05911281 0.08411119 0.06028329 0.0484491
 0.04446892 0.0440311  0.04429164 0.04459294 0.04957403 0.05671071
 0.0852849  0.1035718  0.06462327 0.05704808 0.04743795 0.03959274
 0.02282558 0.00948865]","[0.01255711 0.0216845  0.0586679  0.08347812 0.05982956 0.04808445
 0.04413422 0.0436997  0.04395828 0.04425731 0.04920091 0.05628388
 0.084643   0.10279226 0.06413689 0.05661871 0.04708091 0.03929474
 0.02265378 0.00941723]",동일
237,당산,하차,0.08035940170199513,1.0,19,"[0.01388497 0.02317488 0.06153123 0.11505041 0.06583698 0.04906421
 0.03806621 0.03781337 0.04060444 0.03928463 0.04419299 0.05138835
 0.06723379 0.09135035 0.06859954 0.05679163 0.05025082 0.04357151
 0.02916922 0.01314044]","[0.01371885 0.02289762 0.06079508 0.11367396 0.06504932 0.04847721
 0.0376108  0.03736098 0.04011865 0.03881463 0.04366427 0.05077355
 0.06642942 0.09025745 0.06777883 0.05611218 0.04964962 0.04305023
 0.02882025 0.01298323]",동일
238,합정,승차,0.06726369090419244,1.0,19,"[0.01267787 0.02016207 0.04998385 0.06193336 0.04905156 0.04041152
 0.03883919 0.04248831 0.04571864 0.0477976  0.05258034 0.06040651
 0.07353772 0.09774008 0.07215156 0.06435053 0.06170801 0.05612373
 0.03573778 0.01659978]","[0.01243429 0.01977469 0.0490235  0.06074342 0.04810912 0.03963509
 0.03809297 0.04167197 0.04484024 0.04687926 0.0515701  0.05924591
 0.07212483 0.09586219 0.0707653  0.06311415 0.0605224  0.05504542
 0.03505115 0.01628085]",동일
238,합정,하차,0.028974360080377768,1.0,19,"[0.00775531 0.01522488 0.036424   0.08095805 0.07025013 0.05459417
 0.05146479 0.05071969 0.05463214 0.0525893  0.05639391 0.06316503
 0.07373566 0.09183913 0.07216813 0.05249464 0.04294205 0.03650119
 0.02427303 0.01187479]","[0.00765709 0.01503206 0.03596271 0.07993275 0.06936044 0.05390276
 0.05081301 0.05007735 0.05394024 0.05192328 0.05567971 0.06236508
 0.07280184 0.09067603 0.07125415 0.05182982 0.0423982  0.03603892
 0.02396562 0.0117244 ]",동일
239,홍대입구,승차,0.06076201599590729,1.0,19,"[0.01430764 0.01781574 0.03827134 0.04729465 0.03818057 0.034623
 0.03544889 0.03944036 0.04413729 0.04706457 0.05549838 0.06667808
 0.07596437 0.08767341 0.07445995 0.06973295 0.07329033 0.07274405
 0.04670677 0.02066765]","[0.01401488 0.01745119 0.03748824 0.04632691 0.03739933 0.03391455
 0.03472354 0.03863333 0.04323416 0.04610154 0.05436278 0.06531372
 0.07441    0.08587945 0.07293636 0.06830608 0.07179067 0.07125556
 0.04575106 0.02024475]",동일
239,홍대입구,하차,0.061137491240992776,1.0,19,"[0.00679326 0.01355612 0.03151643 0.05649286 0.05581601 0.04985747
 0.05282494 0.05701126 0.0631194  0.06189476 0.0664123  0.0721005
 0.07858971 0.09021805 0.071865   0.05314944 0.04443969 0.03712635
 0.0246964  0.01252006]","[0.00670229 0.01337459 0.03109439 0.05573635 0.05506857 0.04918981
 0.05211755 0.05624781 0.06227415 0.06106591 0.06552296 0.07113498
 0.0775373  0.08900991 0.07090263 0.05243771 0.04384458 0.03662918
 0.02436568 0.0123524 ]",동일
240,신촌,승차,0.04099891947586293,1.0,19,"[0.01060562 0.01642606 0.03793442 0.05230983 0.0422326  0.04047952
 0.04177737 0.04885084 0.05331049 0.05606442 0.06385771 0.07498123
 0.0794905  0.0827831  0.06696702 0.06185952 0.06042863 0.05932084
 0.0342726  0.01604769]","[0.01039879 0.01610572 0.03719461 0.05128967 0.04140897 0.03969008
 0.04096261 0.04789814 0.05227082 0.05497103 0.06261234 0.07351892
 0.07794026 0.08116865 0.06566102 0.06065312 0.05925014 0.05816395
 0.0336042  0.01573472]",동일
240,신촌,하차,0.04504582805541835,1.0,19,"[0.00874443 0.01754296 0.04353796 0.0681762  0.0677366  0.05790893
 0.05699474 0.05694266 0.06080068 0.05702192 0.05937178 0.06398751
 0.0721612  0.08558881 0.06476257 0.04901526 0.04092182 0.03466705
 0.02265564 0.01146129]","[0.00862243 0.01729822 0.04293056 0.06722507 0.0667916  0.05710104
 0.0561996  0.05614825 0.05995244 0.0562264  0.05854348 0.06309482
 0.07115448 0.08439475 0.06385906 0.04833145 0.04035092 0.03418341
 0.02233957 0.01130139]",동일
241,이대,승차,0.03448987888597499,1.0,19,"[0.01294576 0.0227977  0.0596727  0.07903248 0.05861551 0.05080973
 0.04793798 0.05451058 0.05556683 0.05541082 0.06346682 0.06784336
 0.0789409  0.07649485 0.05791529 0.04823685 0.04376021 0.03728059
 0.02000661 0.00875442]","[0.01276497 0.02247933 0.05883937 0.07792878 0.05779694 0.05010017
 0.04726852 0.05374933 0.05479083 0.054637   0.06258049 0.06689591
 0.07783848 0.07542658 0.0571065  0.04756322 0.04314909 0.03675996
 0.01972722 0.00863217]",동일
241,이대,하차,0.04768207930167258,1.0,19,"[0.0082115  0.01486739 0.03156787 0.0661529  0.0645309  0.06039149
 0.05195737 0.05429473 0.0558994  0.05264533 0.05786143 0.06282217
 0.07156006 0.08744354 0.066817   0.05425847 0.04897616 0.044875
 0.03051433 0.01435297]","[0.00810209 0.01466931 0.03114727 0.0652715  0.06367111 0.05958685
 0.0512651  0.05357133 0.05515462 0.0519439  0.0570905  0.06198515
 0.07060661 0.08627847 0.06592675 0.05353554 0.04832361 0.0442771
 0.03010777 0.01416174]",동일
242,아현,승차,0.035223001436305496,1.0,19,"[0.01567406 0.02591095 0.06960113 0.10049462 0.07146142 0.06105143
 0.05211073 0.05267887 0.05258343 0.05068942 0.05511379 0.06560217
 0.06800278 0.07399699 0.05122248 0.04284892 0.03732633 0.03045341
 0.01648907 0.00668802]","[0.01551073 0.02564095 0.06887586 0.09944744 0.07071677 0.06041526
 0.05156772 0.05212994 0.0520355  0.05016122 0.05453949 0.06491857
 0.06729417 0.07322592 0.05068872 0.04240242 0.03693738 0.03013608
 0.01631725 0.00661833]",동일
242,아현,하차,0.03477952999307356,1.0,19,"[0.00911582 0.01740148 0.03880079 0.06869885 0.05051383 0.04700643
 0.04125972 0.04468364 0.04769344 0.04990096 0.056199   0.06372031
 0.07578858 0.09678463 0.07531532 0.0620309  0.05671776 0.0506004
 0.03291179 0.01485636]","[0.009012   0.01720329 0.03835888 0.06791643 0.04993851 0.04647106
 0.04078981 0.04417473 0.04715025 0.04933262 0.05555894 0.06299459
 0.0749254  0.09568233 0.07445753 0.06132442 0.05607179 0.0500241
 0.03253695 0.01468716]",동일
243,충정로(경기대입구),승차,0.06730780352509216,1.0,19,"[0.0145037  0.02522071 0.05741536 0.08450159 0.06513547 0.05573216
 0.05019264 0.04801674 0.05090898 0.04961251 0.05027082 0.0572135
 0.08086272 0.1114098  0.05717876 0.05200273 0.03640278 0.02823004
 0.01679174 0.00839726]","[0.01433242 0.02492287 0.05673734 0.0835037  0.06436628 0.05507401
 0.0495999  0.0474497  0.05030779 0.04902663 0.04967717 0.05653786
 0.0799078  0.11009415 0.05650353 0.05138862 0.0359729  0.02789667
 0.01659344 0.0082981 ]",동일
243,충정로(경기대입구),하차,0.0871777302481414,1.0,19,"[0.01098504 0.01929119 0.05441447 0.12306831 0.07059832 0.06117088
 0.04471418 0.04112311 0.04578029 0.04546241 0.04925947 0.05584415
 0.06495758 0.07871189 0.05915269 0.04930689 0.04601992 0.04140267
 0.02666853 0.01206799]","[0.01078998 0.01894864 0.05344824 0.12088301 0.06934472 0.06008468
 0.0439202  0.04039289 0.04496737 0.04465514 0.04838478 0.05485253
 0.06380413 0.07731422 0.05810232 0.04843136 0.04520275 0.04066749
 0.02619498 0.0118537 ]",동일
244,용답,승차,0.050472207973720845,1.0,19,"[0.02341416 0.02940969 0.07214861 0.10712607 0.07318736 0.06558276
 0.05337117 0.05541112 0.05495726 0.05265115 0.05570295 0.0635997
 0.06578696 0.06421825 0.04855716 0.0366228  0.03088609 0.02580011
 0.01450103 0.00706558]","[0.02297523 0.02885837 0.07079612 0.10511789 0.07181539 0.06435334
 0.05237068 0.05437238 0.05392704 0.05166415 0.05465875 0.06240746
 0.06455372 0.06301441 0.04764691 0.03593627 0.0303071  0.02531647
 0.0142292  0.00693313]",동일
244,용답,하차,0.06961667502762606,1.0,19,"[0.01077759 0.01697448 0.0328784  0.05959352 0.0511802  0.04303484
 0.04056287 0.04320634 0.04764664 0.04691387 0.05455351 0.06527333
 0.07439765 0.10093452 0.07751444 0.06444332 0.06015636 0.0534861
 0.03709008 0.01938193]","[0.01060125 0.01669674 0.03234044 0.05861844 0.05034278 0.0423307
 0.03989917 0.04249939 0.04686704 0.04614626 0.0536609  0.06420532
 0.07318034 0.09928301 0.07624614 0.06338889 0.05917207 0.05261096
 0.03648321 0.0190648 ]",동일
245,신답,승차,0.13693336415895332,1.0,19,"[0.02263396 0.03096783 0.08497813 0.13684403 0.08558769 0.07573186
 0.05418833 0.05209134 0.05061504 0.04729257 0.04994966 0.05801884
 0.05582351 0.05683748 0.03992826 0.03148971 0.02632606 0.02275608
 0.01200086 0.00593876]","[0.02223666 0.03042425 0.08348651 0.13444199 0.08408536 0.07440253
 0.05323716 0.05117698 0.04972659 0.04646244 0.04907289 0.05700043
 0.05484363 0.05583981 0.0392274  0.03093696 0.02586396 0.02235664
 0.01179021 0.00583452]",동일
245,신답,하차,0.17896922672692347,0.9999999999999999,19,"[0.01153475 0.01660109 0.03400098 0.05584511 0.03917206 0.0355219
 0.03365597 0.03790157 0.04164969 0.04340526 0.05187834 0.0640348
 0.07730701 0.12153011 0.09454017 0.07294204 0.06481851 0.0512486
 0.03626432 0.01614772]","[0.01136306 0.016354   0.03349491 0.0550139  0.03858901 0.03499318
 0.03315503 0.03733744 0.04102977 0.04275921 0.05110617 0.06308169
 0.07615635 0.11972124 0.09313301 0.07185636 0.06385373 0.0504858
 0.03572456 0.01590738]",동일
246,신설동,승차,0.0603667550080684,1.0,19,"[0.0165706  0.02086962 0.05148088 0.07387975 0.05369327 0.05043878
 0.05002734 0.05544808 0.05939185 0.06282749 0.06781877 0.07335471
 0.08270642 0.0888993  0.05670244 0.04541048 0.0360563  0.02935536
 0.0173934  0.00767516]","[0.01622048 0.02042867 0.05039315 0.07231876 0.0525588  0.04937306
 0.04897033 0.05427653 0.05813697 0.06150002 0.06638584 0.07180481
 0.08095893 0.08702097 0.05550438 0.04445101 0.03529448 0.02873512
 0.0170259  0.007513  ]",동일
246,신설동,하차,0.04862967793346537,1.0,19,"[0.01017117 0.01876707 0.04178837 0.08657939 0.06418911 0.06535991
 0.05839208 0.0587612  0.06184236 0.05732206 0.05951969 0.05950204
 0.06375276 0.07365726 0.0587376  0.04685995 0.04040695 0.03670217
 0.02423234 0.01345651]","[0.00998457 0.01842276 0.04102171 0.08499099 0.06301149 0.06416081
 0.05732081 0.05768315 0.06070779 0.05627042 0.05842773 0.05841041
 0.06258314 0.07230594 0.05765999 0.04600025 0.03966564 0.03602883
 0.02378777 0.01320963]",동일
