역번호,역명,구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시-01시,01시-02시,02시-03시,03시-04시,04시-05시
241,이대,하차,26,50,54,263,698,1006,920,848,819,770,810,771,897,945,1228,772,743,709,475,172,86,84,64,42
242,아현,하차,29,35,53,247,477,403,361,368,392,438,479,520,585,666,908,616,593,524,297,108,68,50,37,18
243,충정로(경기대입구),하차,33,51,53,327,1094,465,360,356,375,377,389,408,448,470,583,373,370,334,198,75,27,21,18,9
244,용답,하차,12,10,24,48,89,119,98,101,109,110,136,144,167,229,264,175,206,177,98,44,142,166,126,108
245,신답,하차,7,7,12,30,37,37,38,40,46,53,65,81,108,143,197,130,139,108,66,20,32,39,31,31
246,신설동,하차,10,12,24,78,207,183,171,168,185,164,169,151,174,174,194,135,112,108,69,33,159,244,212,172
247,도림천,하차,13,8,20,42,76,53,44,60,47,60,56,61,68,80,97,62,53,43,30,11,37,26,24,22
248,양천구청,하차,33,25,43,110,184,160,180,189,208,260,306,336,423,504,809,556,504,399,295,110,18,28,22,40
249,신정네거리,하차,32,34,49,112,205,241,294,282,335,374,426,496,628,840,1218,730,680,603,372,136,298,334,232,181
250,용두(동대문구청),하차,4,7,16,49,125,114,113,103,125,116,141,138,168,189,198,113,110,81,48,22,252,370,308,256
