버스정류장ARS번호,버스정류장명,역번호,역명,거리
15220,신월2동주민센터입구,249,신정네거리,0.01
15221,강서초등학교,249,신정네거리,0.01
15222,한빛종합사회복지관,249,신정네거리,0.01
15228,신정학마을아파트,249,신정네거리,0.02
15254,목동역,249,신정네거리,0.01
15264,목동대학학원,247,도림천,0.01
15265,목동7단지,248,양천구청,0.01
15272,목동역.목동오거리,249,신정네거리,0.01
15273,신서고등학교.영상고등학교입구,249,신정네거리,0.01
15274,신정역(은행정).신정4동주민센터,249,신정네거리,0.0
15284,목동역.홍익병원,249,신정네거리,0.01
15285,목동역.목동오거리,249,신정네거리,0.01
15286,신서고교.영상고교입구,249,신정네거리,0.01
15287,신정역(은행정).신정4동주민센터,249,신정네거리,0.0
15288,양강중학교,249,신정네거리,0.01
15295,신월문화체육센터,249,신정네거리,0.02
15311,양강중학교,249,신정네거리,0.01
15312,신월2동주민센터입구.경창전통시장,249,신정네거리,0.01
15313,강서초등학교,249,신정네거리,0.01
15314,한빛종합사회복지관,249,신정네거리,0.01
15317,신정현대아파트.서부트럭터미널,249,신정네거리,0.02
15320,신정현대아파트,249,신정네거리,0.02
15323,양천중앙도서관.푸른마을2단지,249,신정네거리,0.02
15324,양천중앙도서관.푸른마을2단지,249,신정네거리,0.02
15325,신월시영아파트.강월초등학교,249,신정네거리,0.02
15326,신월시영아파트.강월초등학교,249,신정네거리,0.02
15329,금실어린이공원,249,신정네거리,0.02
15330,금실어린이공원,249,신정네거리,0.02
15354,신월시영아파트중문,249,신정네거리,0.02
15355,신월시영아파트중문,249,신정네거리,0.02
15362,신정현대아파트.서부트럭터미널,249,신정네거리,0.02
15363,대일관광고.푸른마을3단지,249,신정네거리,0.02
15364,대일관광고.푸른마을3단지,249,신정네거리,0.02
15366,신월문화체육센터,249,신정네거리,0.02
15373,양천공영차고지,249,신정네거리,0.02
15378,양천공영차고지,249,신정네거리,0.02
15399,푸른마을1단지.이든채아파트,249,신정네거리,0.02
15405,푸른마을1단지.이든채아파트,249,신정네거리,0.02
15718,양천공영차고지,249,신정네거리,0.02
16001,염창역.서울도시가스,247,도림천,0.03
16002,염창역.서울도시가스,249,신정네거리,0.03
16003,등촌역.강서보건소,249,신정네거리,0.03
16004,등촌역.강서보건소,249,신정네거리,0.03
16005,등촌중학교.백석초등학교,249,신정네거리,0.03
16006,등촌중학교.백석초등학교,249,신정네거리,0.03
16007,강서구청사거리.서울디지털대학교,249,신정네거리,0.03
16008,강서구청사거리.서울디지털대학교,249,신정네거리,0.04
16009,KBS스포츠월드,249,신정네거리,0.04
16010,KBS스포츠월드,249,신정네거리,0.04
16011,한국가스기술공사,249,신정네거리,0.04
16012,한국가스기술공사,249,신정네거리,0.04
16013,발산역,249,신정네거리,0.04
16014,송정역,249,신정네거리,0.06
16016,"공항중학교.마곡엠밸리9,10단지",249,신정네거리,0.06
16017,발산역,249,신정네거리,0.04
16018,마곡역,249,신정네거리,0.05
16019,마곡역,249,신정네거리,0.05
16020,"공항중학교.마곡엠밸리9,10단지",249,신정네거리,0.05
16021,마곡동로사거리,249,신정네거리,0.04
16022,마곡동로사거리,249,신정네거리,0.04
16023,강서세무서,249,신정네거리,0.05
16024,강서세무서,249,신정네거리,0.05
16117,송정역,249,신정네거리,0.06
16118,공항시장,249,신정네거리,0.06
16119,공항시장,249,신정네거리,0.06
16120,공항시장역3번출구,249,신정네거리,0.06
16121,공항시장역.공항성산교회,249,신정네거리,0.06
16123,방화2동청성아파트앞,249,신정네거리,0.06
16125,방화2동우촌연립,249,신정네거리,0.06
16126,국민은행방화동지점,249,신정네거리,0.07
16127,국민은행방화동지점,249,신정네거리,0.07
16167,개화119안전센터,249,신정네거리,0.07
16170,개화역1번출구.개화검문소,249,신정네거리,0.08
16173,영일고등학교.강서도서관,249,신정네거리,0.03
16174,아이파크아파트.백석중학교.실로암안과,249,신정네거리,0.03
16175,등촌2동주민센터.등촌동대림아파트,249,신정네거리,0.02
16176,대일고교.임광아파트.배광교회,249,신정네거리,0.02
16177,용문사.시립화곡청소년센터,249,신정네거리,0.02
16179,목동사거리,249,신정네거리,0.02
16186,KT강서지사,249,신정네거리,0.01
16187,KT강서지사,249,신정네거리,0.01
16191,까치산역2번출구,249,신정네거리,0.01
16192,까치산역4번출구,249,신정네거리,0.01
16205,화곡역5번출구,249,신정네거리,0.02
16206,화곡역4번출구,249,신정네거리,0.02
16207,화곡역1번출구,249,신정네거리,0.03
16208,화곡역8번출구,249,신정네거리,0.03
16209,대원시장,249,신정네거리,0.03
16210,대원시장,249,신정네거리,0.03
16211,화곡중고등학교,249,신정네거리,0.03
16212,화곡중고등학교,249,신정네거리,0.03
16213,우장산역,249,신정네거리,0.03
16214,우장산역,249,신정네거리,0.03
16215,명덕고등학교.서울스타병원,249,신정네거리,0.04
16216,명덕고등학교.서울스타병원,249,신정네거리,0.04
16217,발산역.우장산힐스테이트,249,신정네거리,0.04
16218,발산역.우장산힐스테이트,249,신정네거리,0.04
16283,방화동동부센트레빌아파트,249,신정네거리,0.07
16284,방화동동부센트레빌아파트,249,신정네거리,0.07
16285,방화사거리,249,신정네거리,0.07
16286,방화사거리,249,신정네거리,0.07
16287,개화산역,249,신정네거리,0.07
16288,개화산역,249,신정네거리,0.07
16305,서울항공비지니스고등학교,249,신정네거리,0.06
16306,서울항공비지니스고등학교,249,신정네거리,0.06
16386,마곡나루역5번출구.서울식물원,249,신정네거리,0.05
16387,마곡역교차로,249,신정네거리,0.05
16388,이대서울병원,249,신정네거리,0.04
16393,발산역7번출구,249,신정네거리,0.04
16394,신방화역5번출구,249,신정네거리,0.06
16395,마곡엠밸리6.7단지.마곡중학교,249,신정네거리,0.06
16396,마곡나루역,249,신정네거리,0.05
16397,마곡역,249,신정네거리,0.05
16398,마곡역,249,신정네거리,0.05
16399,마곡나루역1번출구.웰튼병원,249,신정네거리,0.05
16400,마곡동로사거리,249,신정네거리,0.04
16429,발산역9번출구,249,신정네거리,0.04
16432,신방화사거리,249,신정네거리,0.06
16433,방화2동우촌연립,249,신정네거리,0.06
16434,개화역광역환승센터,249,신정네거리,0.08
16435,개화역광역환승센터,249,신정네거리,0.08
16436,방화2동청성아파트,249,신정네거리,0.06
16702,마곡엠밸리7단지.712동,249,신정네거리,0.06
16703,신방화역4번출구.마곡중학교,249,신정네거리,0.06
17001,신도림역,234,신도림,0.0
17002,신도림역,234,신도림,0.0
17003,신도림동.구로역,247,도림천,0.01
17004,신도림동.구로역,247,도림천,0.01
17005,구일역.중앙유통상가,247,도림천,0.02
17006,구일역.제일제당,247,도림천,0.02
17007,동양미래대학.구로성심병원,248,양천구청,0.01
17008,동양미래대학.구로성심병원,248,양천구청,0.01
17009,개봉역.영화아파트,249,신정네거리,0.02
17010,개봉역.한마을아파트,248,양천구청,0.02
17011,경인중학교.개봉사거리,249,신정네거리,0.02
17012,경인중학교.개봉사거리,249,신정네거리,0.02
17013,구로디지털단지역,232,구로디지털단지,0.0
17105,한국SGI,234,신도림,0.01
17106,거리공원.구로신협본점앞,234,신도림,0.01
17107,거리공원,234,신도림,0.01
17108,구로도서관.대성스카이렉스,234,신도림,0.01
17169,오류1동주민센터.오류문화센터,249,신정네거리,0.02
17170,오류1동주민센터.오류문화센터,249,신정네거리,0.02
17171,오류동역,249,신정네거리,0.03
17172,오류동역,249,신정네거리,0.03
17173,씨티월드,249,신정네거리,0.03
17174,오류지구대.신오류주유소,249,신정네거리,0.03
17179,연세중앙교회,249,신정네거리,0.03
17180,궁동청소년문화의집,249,신정네거리,0.03
17181,궁동청소년문화의집.구로검사소,249,신정네거리,0.03
17182,우신고등학교,249,신정네거리,0.03
17183,우신고등학교,249,신정네거리,0.04
17184,온수역,249,신정네거리,0.04
17185,온수역,249,신정네거리,0.04
17230,삼부르네상스.효성아파트,232,구로디지털단지,0.01
17233,개봉역,248,양천구청,0.02
17234,개봉역,248,양천구청,0.02
17235,개봉1동사거리.개봉푸르지오아파트,249,신정네거리,0.02
17236,개봉1동사거리,249,신정네거리,0.02
17238,구일우성아파트,233,대림(구로구청),0.02
17242,구일우성아파트,234,신도림,0.02
17246,개봉고가,248,양천구청,0.02
17248,연세중앙교회,249,신정네거리,0.03
17249,가리봉파출소,232,구로디지털단지,0.01
17290,온수동종점,249,신정네거리,0.04
17296,대림역,233,대림(구로구청),0.0
17389,디지털단지오거리,232,구로디지털단지,0.01
18001,문성초등학교,232,구로디지털단지,0.01
18002,문성초등학교,232,구로디지털단지,0.01
18003,금천우체국,231,신대방,0.02
18004,금천우체국,231,신대방,0.02
18005,말미고개.금천소방서,232,구로디지털단지,0.02
18006,말미고개.금천소방서,232,구로디지털단지,0.02
18007,금천구청.금천경찰서,231,신대방,0.03
18008,금천구청.금천경찰서,231,신대방,0.03
18118,디지털단지오거리,232,구로디지털단지,0.01
18119,가산초등학교,232,구로디지털단지,0.01
18140,시흥동은행나무.은행나무시장,230,신림,0.04
18141,시흥동은행나무.은행나무시장,230,신림,0.04
18142,은행나무입구사거리,232,구로디지털단지,0.03
18143,은행나무입구사거리,232,구로디지털단지,0.03
18151,디지털단지오거리.가산파출소,232,구로디지털단지,0.01
18197,모두의학교.금천문화예술정보학교,231,신대방,0.01
18198,관악구보훈회관.신림푸르지오,231,신대방,0.01
18219,범일운수종점,232,구로디지털단지,0.04
18232,금빛공원앞,232,구로디지털단지,0.03
18233,금빛공원앞,232,구로디지털단지,0.03
18708,범일운수종점,232,구로디지털단지,0.04
18863,시흥사거리.대명시장,231,신대방,0.03
19001,문래동남성아파트,234,신도림,0.0
19002,문래동남성아파트,234,신도림,0.0
19003,남부지방법원등기국.구로세무서(에이스하이테크시티),235,문래,0.01
19004,남부지방법원등기국.구로세무서(에이스하이테크시티),235,문래,0.01
19005,영등포역,235,문래,0.01
19006,영등포역,235,문래,0.01
19007,여의도환승센터,237,당산,0.02
19008,여의도환승센터,237,당산,0.02
19009,서울영림초등학교,232,구로디지털단지,0.0
19015,대방역,229,봉천,0.03
19104,영등포시장,235,문래,0.01
19112,경방타임스퀘어.신세계백화점,235,문래,0.01
19114,영등포역,235,문래,0.01
19118,김안과병원,235,문래,0.01
19119,김안과병원,235,문래,0.01
19120,영등포시장,235,문래,0.01
19121,신화병원,235,문래,0.01
19122,신화병원,235,문래,0.01
19125,삼환아파트,237,당산,0.01
19126,당산푸르지오아파트,237,당산,0.01
19152,여의도공원,237,당산,0.02
19161,전경련회관,235,문래,0.02
19162,당산동진로아파트,235,문래,0.0
19163,당산동진로아파트,235,문래,0.0
19165,양남동로타리,247,도림천,0.01
19166,교보앞,235,문래,0.0
19172,당산역,237,당산,0.0
19173,당산119안전센터.당산역,237,당산,0.0
19174,당산역삼성래미안아파트,237,당산,0.0
19175,당산역삼성래미안아파트,237,당산,0.0
19176,당산역,237,당산,0.0
19202,양평1동주민센터,247,도림천,0.01
19203,양평신동아아파트,247,도림천,0.01
19204,관악고등학교,235,문래,0.01
19205,관악고등학교,235,문래,0.01
19214,양평한신아파트.선유도공원입구,237,당산,0.01
19215,영등포아리수정수센터,237,당산,0.02
19216,양평한신아파트.선유도공원입구,237,당산,0.01
19217,안양천입구,237,당산,0.02
19218,양평동한솔아파트,237,당산,0.02
19225,신길역1호선,235,문래,0.02
19226,신길새마을금고,230,신림,0.03
19227,신길새마을금고,230,신림,0.03
19254,대방역,231,신대방,0.03
19260,대림동우체국,231,신대방,0.01
19261,흰돌교회,231,신대방,0.01
19264,대림역12번출구,233,대림(구로구청),0.0
19265,대동초등학교.명지성모병원,233,대림(구로구청),0.0
19266,대동초등학교,231,신대방,0.01
19267,흰돌교회,231,신대방,0.01
19268,대림동우체국,231,신대방,0.01
19270,대림역,233,대림(구로구청),0.0
19271,대동초등학교.명지성모병원,233,대림(구로구청),0.0
19279,신길역5호선,235,문래,0.02
19284,파크원타워.LG트윈타워,237,당산,0.03
19300,신길역1호선,235,문래,0.02
19821,경방타임스퀘어.신세계백화점,235,문래,0.01
20001,동작상떼빌아파트,232,구로디지털단지,0.0
20007,현대아파트,229,봉천,0.03
20008,현대아파트.유한양행,229,봉천,0.03
20010,노량진수산시장.CTS기독교TV,230,신림,0.03
20011,노량진역,230,신림,0.03
20012,노량진역,230,신림,0.03
20013,노들역,230,신림,0.03
20014,노들역,228,서울대입구(관악구청),0.03
20111,KT동작지사,229,봉천,0.03
20114,노량진역3번출구,230,신림,0.03
20141,사당1동관악시장앞,226,사당,0.0
20142,예술인마을,226,사당,0.01
20147,성대시장,229,봉천,0.02
20148,성대시장,229,봉천,0.02
20149,상도초등학교입구,230,신림,0.02
20150,상도초등학교입구,230,신림,0.02
20151,장승배기역,230,신림,0.02
20152,동작문화복지센터.동작보건소,230,신림,0.02
20153,동작문화복지센터.동작보건소,230,신림,0.02
20154,상도노빌리티아파트,228,서울대입구(관악구청),0.02
20155,상도노빌리티아파트,228,서울대입구(관악구청),0.02
20160,상도역,228,서울대입구(관악구청),0.02
20161,상도역,228,서울대입구(관악구청),0.02
20162,상도동중앙하이츠빌.상도전통시장,228,서울대입구(관악구청),0.02
20163,상도동중앙하이츠빌.상도전통시장,229,봉천,0.02
20164,숭실대입구역,229,봉천,0.02
20166,숭실대입구역,229,봉천,0.02
20169,숭실대정문앞,228,서울대입구(관악구청),0.01
20170,숭실대정문앞,228,서울대입구(관악구청),0.01
20171,숭실대별관앞,229,봉천,0.02
20172,숭실대별관앞,229,봉천,0.02
20173,사당5치안센터,227,낙성대(강감찬),0.01
20174,총신대,227,낙성대(강감찬),0.01
20175,총신대,227,낙성대(강감찬),0.01
20176,사당중학교,227,낙성대(강감찬),0.01
20177,사당중학교,227,낙성대(강감찬),0.01
20178,남성역,226,사당,0.01
20179,남성역,226,사당,0.01
20180,남성역골목시장,226,사당,0.01
20181,남성역골목시장,226,사당,0.01
20182,남성초등학교,226,사당,0.01
20183,남성초등학교,226,사당,0.01
20184,이수역9번출구,226,사당,0.01
20185,이수역10번출구,226,사당,0.01
20186,신대방삼거리,230,신림,0.01
20187,신대방삼거리,230,신림,0.01
20188,보라매병원입구,230,신림,0.01
20190,동작구청.노량진초등학교앞,230,신림,0.03
20191,동작구청.노량진초등학교앞,230,신림,0.03
20192,장성교회,228,서울대입구(관악구청),0.03
20193,청화병원,229,봉천,0.02
20213,사당롯데캐슬골든포레.사당해그린,226,사당,0.02
20240,동작구청정문,230,신림,0.03
20252,사당동대아신협앞,226,사당,0.01
20254,사당롯데캐슬골든포레.사당해그린,226,사당,0.02
21001,구로디지털단지역,232,구로디지털단지,0.0
21027,사당자동차학원,226,사당,0.01
21101,서울미술고.인헌중고,227,낙성대(강감찬),0.0
21102,낙성대입구,227,낙성대(강감찬),0.0
21103,행운동주민센터,228,서울대입구(관악구청),0.0
21104,서울대입구역5번출구,228,서울대입구(관악구청),0.0
21105,KT관악지점,228,서울대입구(관악구청),0.01
21106,봉천역.관악초등학교,229,봉천,0.0
21107,KT&G관악지점,230,신림,0.01
21109,남부초등학교,231,신대방,0.01
21110,호림박물관,231,신대방,0.01
21111,난곡입구,230,신림,0.01
21112,관악구보훈회관.신림푸르지오,231,신대방,0.01
21113,천주교성령봉사회관.등불교회,231,신대방,0.01
21114,KT구로지사,231,신대방,0.01
21115,난곡입구,231,신대방,0.01
21116,남서울중학교.성보중고등학교,231,신대방,0.01
21117,신림사거리.신림역,230,신림,0.0
21118,KT&G관악지점,230,신림,0.01
21119,봉천역.관악초등학교,229,봉천,0.0
21120,KT관악지점,228,서울대입구(관악구청),0.0
21121,봉천사거리,228,서울대입구(관악구청),0.0
21122,낙성대동,228,서울대입구(관악구청),0.01
21123,낙성대입구,227,낙성대(강감찬),0.0
21124,인헌중고.서울미술고,227,낙성대(강감찬),0.0
21125,예술인마을.사당초등학교,226,사당,0.01
21126,남서울농협남현동지점,226,사당,0.0
21144,신성초등학교,229,봉천,0.01
21145,서울대벤처타운역1번출구,230,신림,0.01
21146,쑥고개입구,230,신림,0.01
21147,서원역1번출구,230,신림,0.01
21149,신림동별빛거리입구,230,신림,0.0
21150,당곡역.보라매공원.보라매병원,231,신대방,0.01
21151,당곡역2번출구.롯데백화점관악점,231,신대방,0.01
21152,신림동별빛거리입구,230,신림,0.0
21153,신림사거리,230,신림,0.0
21154,서원역,230,신림,0.01
21155,서림동주민센터.신화단지,230,신림,0.01
21156,서울대벤처타운역.삼성동시장,230,신림,0.01
21161,사당역4번출구,226,사당,0.0
21163,남태령역,226,사당,0.01
21261,관악우체국.에이치플러스양지병원,230,신림,0.0
21262,관악우체국.에이치플러스양지병원,230,신림,0.0
21263,보라매삼성아파트.모자원고개,230,신림,0.01
21350,신림사거리.신림역,230,신림,0.0
21361,호림박물관,231,신대방,0.01
21377,신림역2번출구,230,신림,0.0
21841,신림2동차고지,229,봉천,0.01
21842,신림2동차고지,229,봉천,0.01
22005,뱅뱅사거리,221,역삼,0.01
22006,뱅뱅사거리,221,역삼,0.01
22007,래미안아파트.파이낸셜뉴스,221,역삼,0.01
22008,래미안아파트.파이낸셜뉴스,221,역삼,0.01
22009,신분당선강남역,222,강남,0.0
22010,신분당선강남역,222,강남,0.0
22011,지하철2호선강남역,222,강남,0.0
22012,지하철2호선강남역,222,강남,0.0
22013,논현역,221,역삼,0.01
22014,논현역,221,역삼,0.01
22015,신사역.푸른저축은행,223,교대(법원.검찰청),0.02
22016,신사역,221,역삼,0.02
22017,반포역,223,교대(법원.검찰청),0.01
22018,반포역,223,교대(법원.검찰청),0.01
22019,고속터미널,224,서초,0.01
22020,고속터미널,224,서초,0.01
22026,남태령역,226,사당,0.01
22028,사당역,226,사당,0.0
22101,지하철3호선교대역,223,교대(법원.검찰청),0.0
22102,서울교대사거리,224,서초,0.01
22103,지하철2호선교대역2,223,교대(법원.검찰청),0.0
22104,서초동유원아파트,224,서초,0.01
22114,롯데칠성,222,강남,0.0
22134,교대역10번출구,223,교대(법원.검찰청),0.0
22136,서초역1번출구,224,서초,0.0
22146,서초중학교,224,서초,0.01
22147,서초중학교,224,서초,0.01
22148,서울고등학교,224,서초,0.01
22149,서울고등학교,224,서초,0.01
22156,남부터미널.한일시멘트,224,서초,0.01
22157,남부터미널,224,서초,0.01
22158,서울교대사거리,224,서초,0.01
22161,지하철3호선교대역,223,교대(법원.검찰청),0.0
22167,강남역.강남역사거리,222,강남,0.0
22168,서초동진흥아파트,223,교대(법원.검찰청),0.01
22169,서초동유원아파트,224,서초,0.01
22170,지하철2호선교대역4출구,223,교대(법원.검찰청),0.0
22183,논현역7번출구,221,역삼,0.02
22190,논현역6번출구,221,역삼,0.02
22228,방배동신동아아파트,225,방배,0.0
22244,경남임광아파트,225,방배,0.01
22245,방배그랑자이아파트,225,방배,0.0
22246,서울지방법무사회,225,방배,0.0
22247,현대멤피스2차아파트,225,방배,0.0
22248,신동아아파트앞,225,방배,0.0
22255,성뒤마을.교육연수원,225,방배,0.01
22257,대항병원.연세사랑병원,225,방배,0.01
22258,대항병원.연세사랑병원,225,방배,0.01
22259,방배동래미안타워.동덕여중고,225,방배,0.01
22260,성뒤마을.교육연수원,225,방배,0.01
22270,양재역.양재1동민원분소,221,역삼,0.02
22303,구룡사앞,221,역삼,0.03
22339,강남역,222,강남,0.0
22340,방배동래미안타워.동덕여중고,225,방배,0.01
22367,염곡동구룡사,221,역삼,0.03
22378,도로교통공단서울지부.코트라,221,역삼,0.04
22381,반포대교남단.한강시민공원입구,224,서초,0.02
22382,반포대교남단.한강시민공원입구,224,서초,0.02
22385,이수역,225,방배,0.01
22386,방배초등학교,225,방배,0.01
22387,방배고개,225,방배,0.01
22391,내방역,225,방배,0.01
22392,방배고개,225,방배,0.01
22393,이수역,225,방배,0.01
22415,내방역1번출구,225,방배,0.01
22426,대법원앞,224,서초,0.0
22608,서리풀문화광장,224,서초,0.0
23168,영동교입구.청담자이아파트,211,성수,0.02
23169,영동교입구,211,성수,0.02
23170,청담역.경기고교,219,삼성(무역센터),0.01
23171,우리은행청담지점.청담삼익아파트,219,삼성(무역센터),0.01
23188,청담역.경기고교,219,삼성(무역센터),0.01
23189,봉은사.삼성1파출소앞,219,삼성(무역센터),0.01
23192,봉은사역3번출구.삼성1파출소,219,삼성(무역센터),0.01
23196,강남경찰서면허시험장,219,삼성(무역센터),0.0
23197,삼성역7번출구,219,삼성(무역센터),0.0
23198,무역센터,219,삼성(무역센터),0.0
23201,한국무역센터.삼성역,219,삼성(무역센터),0.0
23217,포스코건너편,219,삼성(무역센터),0.01
23218,선릉역,220,선릉,0.0
23219,도곡역2번출구.동부센트레빌,219,삼성(무역센터),0.02
23226,대치역1번출구,219,삼성(무역센터),0.02
23227,래미안대치팰리스,221,역삼,0.02
23228,도곡역3번출구,219,삼성(무역센터),0.02
23229,대치동우성아파트,221,역삼,0.02
23230,대치역8번출구,219,삼성(무역센터),0.02
23237,은마아파트,219,삼성(무역센터),0.01
23238,대치동미도아파트,219,삼성(무역센터),0.01
23251,한국무역센터.삼성역,219,삼성(무역센터),0.0
23259,선릉역,220,선릉,0.0
23260,포스코빌딩,219,삼성(무역센터),0.01
23277,서울상록회관.한국기술센터,220,선릉,0.0
23280,아가방빌딩.하나은행,221,역삼,0.0
23283,역삼역4번출구,221,역삼,0.0
23284,강남역12번출구,222,강남,0.0
23287,강남역.역삼세무서,222,강남,0.0
23288,역삼역.포스코타워역삼,221,역삼,0.0
23296,역삼2동주민센터.대림역삼아파트,221,역삼,0.01
23297,래미안그레이튼아파트,221,역삼,0.01
23298,역삼자이아파트,221,역삼,0.01
23299,역삼동성당.역삼자이아파트,221,역삼,0.01
23305,대한사회복지회,221,역삼,0.0
23306,한국자산신탁.센터필드,220,선릉,0.0
23316,매봉삼성아파트SK리더스뷰,221,역삼,0.02
23317,매봉역양재최의원,221,역삼,0.02
23318,양재역말죽거리.강남베드로병원,221,역삼,0.02
23323,매봉역,221,역삼,0.02
23324,도곡개포한신아파트,221,역삼,0.02
23325,도곡동개포한신아파트,221,역삼,0.02
23326,우성캐릭터빌아파트,221,역삼,0.02
23327,군인공제회관,219,삼성(무역센터),0.02
23329,숙명여고,219,삼성(무역센터),0.02
23338,개포파크빌리지,219,삼성(무역센터),0.03
23339,하나은행사거리,220,선릉,0.02
23340,현대아파트경남아파트,221,역삼,0.02
23360,개원중학교.대모산입구역2번출구,218,종합운동장,0.02
23361,개포주공7단지앞,219,삼성(무역센터),0.02
23362,일원초등학교,219,삼성(무역센터),0.02
23363,현대아파트,221,역삼,0.02
23364,개포래미안포레스트,221,역삼,0.03
23365,능인선원앞,221,역삼,0.03
23367,능인선원앞,221,역삼,0.03
23380,수서삼성아파트앞,216,잠실(송파구청),0.03
23381,일원본동주민센터,216,잠실(송파구청),0.03
23382,푸른마을아파트앞,218,종합운동장,0.03
23383,상록수아파트앞,218,종합운동장,0.03
23384,일원본동주민센터,216,잠실(송파구청),0.03
23385,수서119.안전센터앞,216,잠실(송파구청),0.03
23395,대치아파트.대모산입구역3번출구,218,종합운동장,0.02
23404,수서역KT수서지점,216,잠실(송파구청),0.03
23406,궁마을,216,잠실(송파구청),0.03
23407,궁마을,216,잠실(송파구청),0.03
23410,수서역.로즈데일빌딩,216,잠실(송파구청),0.03
23445,개포우성아파트,219,삼성(무역센터),0.03
23449,일원동한솔아파트,218,종합운동장,0.03
23450,시립수서청소년수련관,216,잠실(송파구청),0.03
23459,개포주공1단지아파트,221,역삼,0.03
23465,태화기독교.사회복지관,216,잠실(송파구청),0.03
23468,도곡교회.인바디빌딩,221,역삼,0.03
23469,강남세브란스병원,221,역삼,0.01
23470,도곡교회.인바디빌딩.건너,221,역삼,0.03
23472,도곡중학교.강남세브란스병원,221,역삼,0.01
23473,강남경찰서.강남운전면허시험장,219,삼성(무역센터),0.0
24003,석촌호수.한솔병원,216,잠실(송파구청),0.01
24004,석촌호수.한솔병원,216,잠실(송파구청),0.01
24005,석촌역,216,잠실(송파구청),0.01
24006,석촌역,216,잠실(송파구청),0.01
24007,송파역,216,잠실(송파구청),0.02
24008,송파역,216,잠실(송파구청),0.02
24009,가락시장.가락시장역,216,잠실(송파구청),0.03
24010,가락시장.가락시장역,216,잠실(송파구청),0.02
24011,문정로데오거리입구,216,잠실(송파구청),0.03
24012,문정로데오거리입구,216,잠실(송파구청),0.03
24013,문정법조단지.건영아파트,216,잠실(송파구청),0.04
24014,문정법조단지.건영아파트,216,잠실(송파구청),0.04
24015,장지역.가든파이브,216,잠실(송파구청),0.04
24016,장지역.가든파이브,216,잠실(송파구청),0.04
24101,천호역.풍납시장,215,잠실나루,0.02
24109,영파여고.강동구청역,215,잠실나루,0.02
24110,풍납동극동.쌍용아파트,216,잠실(송파구청),0.02
24123,잠실파크리오아파트상가.올림픽회관,215,잠실나루,0.01
24127,몽촌토성역,216,잠실(송파구청),0.01
24128,신천동진주아파트,216,잠실(송파구청),0.01
24132,잠실역8번출구,216,잠실(송파구청),0.0
24133,잠실역7번출구,216,잠실(송파구청),0.0
24134,잠실역1번.11번출구,216,잠실(송파구청),0.0
24136,송파구청.방이맛골,216,잠실(송파구청),0.01
24138,잠실역.롯데월드,216,잠실(송파구청),0.0
24139,잠실5단지,216,잠실(송파구청),0.01
24141,잠실새내역.잠실2동주민센터,217,잠실새내,0.0
24142,잠실엘스아파트앞,217,잠실새내,0.0
24143,종합운동장사거리,218,종합운동장,0.01
24144,잠실종합운동장,218,종합운동장,0.0
24145,잠실트리지움아파트앞,217,잠실새내,0.0
24146,잠실역.롯데월드,216,잠실(송파구청),0.0
24154,잠실종합운동장,218,종합운동장,0.0
24157,종합운동장사거리,218,종합운동장,0.01
24158,잠실새내역4번출구,217,잠실새내,0.0
24197,방이동사거리,216,잠실(송파구청),0.01
24199,송파나루역,216,잠실(송파구청),0.01
24202,서울방이동고분군,216,잠실(송파구청),0.02
24206,삼익아파트미성아파트,216,잠실(송파구청),0.02
24214,송파나루역,216,잠실(송파구청),0.01
24215,송파구청.방이맛골,216,잠실(송파구청),0.01
24216,잠실진주아파트,216,잠실(송파구청),0.01
24220,방이우체국,216,잠실(송파구청),0.01
24224,한양삼익아파트,216,잠실(송파구청),0.02
24231,올림픽회관,215,잠실나루,0.01
24232,풍납동극동.쌍용아파트,216,잠실(송파구청),0.02
24249,오금역.오금동현대아파트,216,잠실(송파구청),0.03
24250,오금공원앞,216,잠실(송파구청),0.04
24251,개롱역.오금동상아아파트,216,잠실(송파구청),0.04
24252,보인고교.오금동삼성아파트,216,잠실(송파구청),0.04
24270,거여역,216,잠실(송파구청),0.05
24271,거여역현대아파트,216,잠실(송파구청),0.05
24272,체육문화회관,216,잠실(송파구청),0.05
24275,거여아파트단지앞,216,잠실(송파구청),0.05
24333,문정2동주민센터.청소년수련관,216,잠실(송파구청),0.03
24334,훼미리근린공원,216,잠실(송파구청),0.03
24348,개롱역3번출구,216,잠실(송파구청),0.04
24349,삼환아파트,216,잠실(송파구청),0.04
24369,송파경찰서.오금역,216,잠실(송파구청),0.03
24386,가락시장.가락몰,216,잠실(송파구청),0.03
24387,가락시장남문,216,잠실(송파구청),0.03
24391,서울방이동고분군,216,잠실(송파구청),0.02
24403,거여역7번출구,216,잠실(송파구청),0.05
24421,세계로병원,216,잠실(송파구청),0.05
24422,세계로병원,216,잠실(송파구청),0.05
24424,송파레이크파크호반써밋1차,216,잠실(송파구청),0.05
24425,송파레이크파크호반써밋2차,216,잠실(송파구청),0.05
24439,위례포레샤인.위례31단지후문,216,잠실(송파구청),0.05
24440,위례31단지.위례포레샤인후문,216,잠실(송파구청),0.05
24441,위례송파더센트레.송파푸르지오,216,잠실(송파구청),0.05
24443,위례송파푸르지오.송파더센트레,216,잠실(송파구청),0.05
24459,가락래미안앞,216,잠실(송파구청),0.04
24468,풍납현대아파트,216,잠실(송파구청),0.02
