역번호,역명,구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시-01시,01시-02시,02시-03시,03시-04시,04시-05시
220,선릉,승차,158,112,190,452,940,1335,1368,1466,1848,2144,2547,2978,3939,5194,6572,4062,3827,2851,1007,173,79,74,72,38
221,역삼,승차,114,110,146,351,678,898,1002,962,1320,1515,1894,2317,3166,4178,7044,3980,3686,2379,880,149,181,197,178,77
222,강남,승차,238,220,294,670,1757,1859,2143,2005,2548,3144,3796,4122,4970,5994,8558,6320,7103,5735,2352,491,210,198,151,76
223,교대(법원.검찰청),승차,85,108,110,468,1103,1013,1114,1066,1236,1231,1568,1925,2171,2334,2696,2156,2196,1650,608,139,54,43,35,20
224,서초,승차,65,80,84,386,817,781,817,782,874,930,1051,1233,1602,1878,1854,1267,1174,706,239,39,46,32,27,18
225,방배,승차,89,66,122,387,983,718,733,678,722,752,833,990,1310,1772,1164,870,848,659,257,62,34,24,20,10
226,사당,승차,459,165,516,1212,3083,1719,1451,1611,1517,1641,1686,1858,1950,2132,2312,2028,2129,1898,1024,215,91,55,50,29
227,낙성대(강감찬),승차,430,139,478,1171,3259,1487,1084,1136,1088,990,1037,1070,1162,1347,996,786,732,567,288,64,21,17,20,20
228,서울대입구(관악구청),승차,1272,285,1138,1900,4772,2361,1836,1978,1911,1835,2008,1914,2192,2466,1878,1598,1661,1420,755,162,91,63,45,45
229,봉천,승차,568,155,634,1305,2970,1398,1034,1083,1045,907,898,926,933,1074,656,545,465,359,152,36,38,26,33,27
230,신림,승차,1389,418,1468,2966,6448,3026,2292,2386,2170,2011,1939,2083,2133,2283,1639,1382,1336,1128,628,176,149,127,123,78
231,신대방,승차,893,191,984,1515,3152,1472,1128,1118,1036,894,883,910,940,1039,675,512,413,322,154,44,49,58,65,54
232,구로디지털단지,승차,1352,280,1514,2292,4461,2280,1915,2072,1959,1879,2019,1974,2172,2742,4239,2588,2158,1571,633,134,40,40,36,26
233,대림(구로구청),승차,1194,197,1290,1241,2288,1268,1084,1128,1058,1001,1036,1056,1144,1246,928,659,511,348,169,33,6,6,7,5
234,신도림,승차,1413,254,1436,2394,3558,2109,1927,2024,1950,2006,2094,2208,2376,2676,2457,2070,2037,1420,608,106,30,18,17,10
235,문래,승차,154,65,190,654,1110,716,672,719,694,768,828,824,983,1292,1622,1018,1022,725,309,65,115,104,78,32
236,영등포구청,승차,202,73,230,581,1190,823,820,811,841,879,900,988,1052,1344,1446,1073,1009,683,293,63,0,0,0,0
237,당산,승차,243,62,281,758,1386,854,752,752,695,643,683,668,744,938,990,756,745,627,278,54,59,37,24,11
238,합정,승차,295,121,354,751,1419,937,941,981,1028,1132,1223,1391,1576,1825,2667,1996,2223,1926,933,215,152,129,104,44
239,홍대입구,승차,629,364,821,1123,2208,1738,1890,1877,2040,2375,2771,3237,4053,4998,4870,4590,5149,4889,2547,448,257,184,148,63
240,신촌,승차,214,127,270,585,1494,1306,1454,1412,1594,1911,2176,2218,2618,3248,2346,2379,2367,2252,1095,241,188,134,96,41
241,이대,승차,129,72,163,406,876,596,632,666,709,788,824,887,1319,1192,886,718,693,575,219,39,79,66,52,24
242,아현,승차,184,39,218,481,930,595,513,529,497,472,514,502,586,746,463,339,254,180,74,18,58,41,37,24
243,충정로(경기대입구),승차,111,48,135,281,579,383,398,379,402,396,445,489,538,706,648,420,406,277,111,27,22,12,9,4
244,용답,승차,79,30,98,144,278,164,129,156,138,134,139,142,148,154,92,69,51,42,18,7,136,128,133,79
245,신답,승차,46,12,54,82,196,84,63,61,60,51,51,57,59,69,36,21,17,15,6,2,27,30,31,17
246,신설동,승차,50,16,55,70,196,146,169,168,192,204,214,231,262,278,167,106,90,61,22,6,185,204,176,64
247,도림천,승차,12,8,20,52,77,62,50,69,49,63,62,78,97,134,64,35,27,16,5,2,41,25,22,8
248,양천구청,승차,177,47,211,568,693,407,354,355,302,241,240,252,257,318,150,103,89,83,26,8,24,24,23,7
249,신정네거리,승차,320,76,363,842,929,573,490,496,438,376,352,390,375,410,245,181,148,115,48,14,320,303,215,44
250,용두(동대문구청),승차,46,6,55,90,194,128,121,125,128,130,137,140,155,190,91,61,52,30,12,5,289,282,279,127
