역번호,역명,구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시-01시,01시-02시,02시-03시,03시-04시,04시-05시
228,서울대입구(관악구청),하차,77,8,116,511,856,1117,1209,1462,1657,1694,1844,2042,2330,2532,2231,2109,2176,1904,1367,533,109,73,55,38
229,봉천,하차,47,1,79,234,385,492,545,611,708,802,906,980,1119,1193,1058,1030,1076,937,627,83,83,60,50,22
230,신림,하차,124,5,188,588,978,1264,1385,1492,1778,1978,2291,2466,2834,3225,2954,2931,3039,2599,2199,93,205,163,138,86
231,신대방,하차,60,3,101,347,474,570,586,648,743,840,984,1071,1310,1386,1285,1281,1526,1252,948,7,53,54,53,43
232,구로디지털단지,하차,118,4,224,680,916,1143,1203,1294,1524,1668,1793,1940,2115,2271,1977,1974,2186,1871,1367,23,29,42,36,51
233,대림(구로구청),하차,86,5,145,385,706,922,987,1030,1098,1061,1110,1140,1219,1176,1039,989,1186,978,632,37,7,12,9,7
234,신도림,하차,148,5,216,698,1071,1904,1808,2008,2153,2081,2267,2305,2414,2296,1924,1769,1678,1460,1433,421,26,26,22,25
235,문래,하차,43,6,93,271,401,626,662,759,766,744,764,809,830,749,594,496,446,371,290,16,73,65,60,39
236,영등포구청,하차,77,5,130,336,418,620,662,763,810,742,748,696,720,646,582,512,494,429,358,35,0,0,0,0
237,당산,하차,58,4,127,320,406,459,490,577,594,614,699,758,802,831,760,736,700,592,527,32,54,37,36,23
238,합정,하차,66,2,140,513,1000,1514,1549,1656,1822,1779,1883,2136,2230,2056,1724,1295,1077,889,710,90,113,90,81,51
239,홍대입구,하차,98,7,152,622,1519,2684,3470,3899,4665,4675,5030,5467,5598,5173,4601,3376,2816,2360,1761,397,165,148,125,79
240,신촌,하차,71,5,128,581,1194,1463,1730,1946,2120,2097,2061,2122,2179,2078,1756,1394,1280,1083,831,5,151,140,111,72
241,이대,하차,25,2,42,222,393,550,536,631,675,730,739,729,763,749,636,613,608,598,502,5,99,95,74,46
242,아현,하차,21,1,48,167,222,313,239,292,338,375,421,478,498,491,430,426,420,392,260,1,72,55,45,23
243,충정로(경기대입구),하차,24,1,46,195,192,306,293,309,338,332,353,332,354,319,295,259,257,220,189,12,31,25,22,11
244,용답,하차,7,8,22,40,46,57,61,69,91,103,120,142,154,178,134,153,158,144,122,0,131,153,119,101
245,신답,하차,5,3,8,15,22,29,31,37,41,49,59,72,78,85,79,74,77,64,49,1,30,35,28,28
246,신설동,하차,8,3,18,71,189,283,236,222,251,222,215,178,161,142,120,106,100,91,73,10,145,227,196,159
247,도림천,하차,7,1,12,24,25,35,30,33,39,42,41,42,45,40,40,36,37,28,25,1,38,26,25,20
248,양천구청,하차,30,2,40,83,112,131,130,157,197,232,281,306,357,346,329,303,295,259,196,1,15,21,16,29
249,신정네거리,하차,27,2,51,114,168,210,221,244,310,350,416,466,521,574,514,465,424,392,290,1,258,293,208,172
250,용두(동대문구청),하차,3,3,10,29,55,70,83,90,107,98,103,99,105,100,89,76,78,58,43,3,241,348,290,237
