역번호,역명,구분,시간대,평일 분포,평일 매개변수,평일 데이터수,주말 분포,주말 매개변수,주말 데이터수,승자,승리 횟수,승리 항목
211,성수,승차,05시-06시,"Triangular(min=163.202, mode=193.000, max=242.223)","(np.float64(0.3770909113781764), np.float64(163.20213239847493), np.float64(79.02038135067144))",193,"Triangular(min=43.215, mode=194.000, max=263.736)","(np.float64(0.6837672004762494), np.float64(43.215076311076714), np.float64(220.5208491752034))",155,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,06시-07시,"Triangular(min=0.000, mode=399.000, max=423.708)","(np.float64(0.941687071964687), 0, np.float64(423.7076327271918))",208,"Triangular(min=0.000, mode=349.000, max=411.491)","(np.float64(0.8481348629972881), 0, np.float64(411.4911616797268))",156,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,07시-08시,"Triangular(min=0.000, mode=1073.000, max=1135.604)","(np.float64(0.9448714004375174), 0, np.float64(1135.604273190027))",208,"Gamma(alpha=16859.706, beta=0.527)","(np.float64(16859.70575362168), np.float64(-8665.789716877214), np.float64(0.5268010585187353))",118,평일,2,"['mean', 'median']"
211,성수,승차,08시-09시,"Triangular(min=0.000, mode=1455.000, max=1487.034)","(np.float64(0.9784577381152728), 0, np.float64(1487.034077529229))",208,"Weibull(shape=3.275, scale=353.336)","(np.float64(3.2750388702883804), np.float64(19.988938956354115), np.float64(353.33623802868397))",118,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,09시-10시,"Weibull(shape=4.552, scale=243.579)","(np.float64(4.551967714844695), np.float64(755.6646776209122), np.float64(243.5792616690403))",192,"Triangular(min=36.011, mode=1039.000, max=1039.000)","(np.float64(0.9999999911074184), np.float64(36.01070072473287), np.float64(1002.9895516722896))",156,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,10시-11시,"Lognormal(normalMean=5.846, normalStdDev=0.131)","(np.float64(0.13107623525101686), 462.64078803922393, np.float64(345.9522446753564))",146,"Gamma(alpha=540.664, beta=7.534)","(np.float64(540.663642945826), np.float64(-3470.376813519775), np.float64(7.534183397893177))",143,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,11시-12시,"Triangular(min=776.817, mode=918.000, max=1026.691)","(np.float64(0.5650164194548206), np.float64(776.8167613665079), np.float64(249.8745766942207))",187,"Weibull(shape=7.580, scale=1382.816)","(np.float64(7.580190064106363), np.float64(-532.2656066343958), np.float64(1382.8162999034967))",155,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,12시-13시,"Weibull(shape=12.830, scale=1488.015)","(np.float64(12.829843256720771), np.float64(-445.538945292172), np.float64(1488.0146107013056))",202,"Triangular(min=255.697, mode=1152.000, max=1555.719)","(np.float64(0.6894523982722713), np.float64(255.69653142078045), np.float64(1300.0222652438995))",152,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,13시-14시,"Triangular(min=536.576, mode=1375.000, max=1696.194)","(np.float64(0.723017230341068), np.float64(536.575727939472), np.float64(1159.6186600268938))",204,"Normal(mean=1190.403, stdDev=368.838)","(np.float64(1190.4025974025974), np.float64(368.8382871546494))",154,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,14시-15시,"Triangular(min=750.478, mode=1587.000, max=2055.663)","(np.float64(0.64092197213632), np.float64(750.4782000634222), np.float64(1305.1850869580294))",204,"Weibull(shape=3.165, scale=1220.761)","(np.float64(3.1653791323042464), np.float64(388.24279196031694), np.float64(1220.7609403680167))",150,평일,2,"['median', 'mode']"
211,성수,승차,15시-16시,"Triangular(min=937.305, mode=1913.000, max=2512.543)","(np.float64(0.6193953634767175), np.float64(937.305364405277), np.float64(1575.237228303392))",201,"Weibull(shape=3.151, scale=1656.769)","(np.float64(3.151185745427007), np.float64(412.6624187165079), np.float64(1656.7686710973849))",150,주말,3,"['mean', 'median', 'mode']"
211,성수,승차,16시-17시,"Triangular(min=941.472, mode=2464.000, max=3414.334)","(np.float64(0.6156947774977749), np.float64(941.4716894119259), np.float64(2472.8621489851785))",204,"Weibull(shape=3.468, scale=2619.762)","(np.float64(3.4677155488728832), np.float64(8.940385778986094), np.float64(2619.7615286284686))",152,주말,3,"['mean', 'median', 'mode']"
211,성수,승차,17시-18시,"Triangular(min=596.469, mode=5478.000, max=5994.892)","(np.float64(0.9042513216219028), np.float64(596.4693303617382), np.float64(5398.422487752301))",208,"Triangular(min=545.240, mode=1896.000, max=7241.745)","(np.float64(0.2017111663911112), np.float64(545.2402620685807), np.float64(6696.504562745613))",156,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,18시-19시,"Triangular(min=0.000, mode=11456.000, max=11577.706)","(np.float64(0.9894878930098385), 0, np.float64(11577.706085067028))",208,"Lognormal(normalMean=8.323, normalStdDev=0.174)","(np.float64(0.17388463027971368), -1642.05777167928, np.float64(4118.326316682747))",120,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,19시-20시,"Triangular(min=4267.493, mode=4694.000, max=5499.389)","(np.float64(0.34621970081727427), np.float64(4267.49339576083), np.float64(1231.895825769496))",194,"Triangular(min=393.670, mode=2137.000, max=6349.641)","(np.float64(0.29270293292937394), np.float64(393.669868487631), np.float64(5955.970833861433))",156,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,20시-21시,"Triangular(min=1927.463, mode=3002.000, max=4064.874)","(np.float64(0.5027284079309688), np.float64(1927.4625236421298), np.float64(2137.4114918288956))",154,"Normal(mean=2517.353, stdDev=490.987)","(np.float64(2517.3525179856115), np.float64(490.98662765581025))",139,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,21시-22시,"Triangular(min=830.599, mode=4608.000, max=4608.000)","(np.float64(0.9999999992470647), np.float64(830.5987957433786), np.float64(3777.401217412854))",184,"Triangular(min=883.005, mode=2589.000, max=3464.822)","(np.float64(0.6607729708470893), np.float64(883.0046423501697), np.float64(2581.8177088305993))",142,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,22시-23시,"Triangular(min=892.707, mode=1825.000, max=3530.450)","(np.float64(0.35344348669302017), np.float64(892.7070123332926), np.float64(2637.7427305003134))",205,"Triangular(min=466.355, mode=2074.000, max=3222.376)","(np.float64(0.583321197229018), np.float64(466.3545446916287), np.float64(2756.020975991047))",154,평일,2,"['mean', 'mode']"
211,성수,승차,23시-24시,"Lognormal(normalMean=7.465, normalStdDev=0.111)","(np.float64(0.11137710645354067), -1017.4830794947025, np.float64(1746.7036864794793))",159,"Weibull(shape=1.739, scale=857.048)","(np.float64(1.739398960679135), np.float64(102.73982196962935), np.float64(857.048064671211))",135,주말,2,"['mean', 'median']"
211,성수,승차,24시-01시,"Normal(mean=130.654, stdDev=44.791)","(np.float64(130.65384615384616), np.float64(44.791490412937016))",156,"Triangular(min=0.000, mode=1.000, max=972.370)","(np.float64(0.0010284155446346598), 0, np.float64(972.3695862092488))",122,평일,3,"['mean', 'median', 'mode']"
211,성수,승차,01시-02시,"Triangular(min=49.924, mode=69.000, max=84.772)","(np.float64(0.5473957938544236), np.float64(49.92428227405731), np.float64(34.8481262323092))",188,"Weibull(shape=3.100, scale=52.177)","(np.float64(3.0997071657702757), np.float64(26.134834167687572), np.float64(52.176704291686505))",151,주말,3,"['mean', 'median', 'mode']"
211,성수,승차,02시-03시,"Weibull(shape=3.010, scale=21.153)","(np.float64(3.0101314814380578), np.float64(50.20359743876817), np.float64(21.153489348752963))",191,"Triangular(min=27.578, mode=76.000, max=110.417)","(np.float64(0.5845314794711585), np.float64(27.57839437856024), np.float64(82.83831979288652))",151,주말,3,"['mean', 'median', 'mode']"
211,성수,승차,03시-04시,"Weibull(shape=3.482, scale=26.357)","(np.float64(3.482231961647294), np.float64(36.16821961285539), np.float64(26.357254621252842))",199,"Lognormal(normalMean=13.863, normalStdDev=0.000)","(np.float64(1.3788991831279053e-05), -1048549.9999999979, np.float64(1048607.651216098))",152,평일,2,"['mean', 'median']"
211,성수,승차,04시-05시,"Triangular(min=26.697, mode=37.000, max=49.090)","(np.float64(0.46010841333910624), np.float64(26.696722155885304), np.float64(22.393152276171524))",201,"Weibull(shape=4.168, scale=32.635)","(np.float64(4.168228210695402), np.float64(6.326328794531747), np.float64(32.63452384744352))",152,주말,2,"['median', 'mode']"
212,건대입구,승차,05시-06시,"Weibull(shape=3.349, scale=133.988)","(np.float64(3.34921475563058), np.float64(423.5319996003499), np.float64(133.9881554844933))",191,"Normal(mean=548.007, stdDev=71.230)","(np.float64(548.006993006993), np.float64(71.22980602095703))",143,주말,2,"['mean', 'median']"
212,건대입구,승차,06시-07시,"Triangular(min=0.000, mode=878.000, max=961.034)","(np.float64(0.9135993313510933), 0, np.float64(961.0339783251978))",208,"Triangular(min=0.000, mode=484.000, max=1023.873)","(np.float64(0.4727147895905571), 0, np.float64(1023.8731908768933))",156,평일,2,"['mean', 'median']"
212,건대입구,승차,07시-08시,"Triangular(min=0.000, mode=2460.000, max=2551.157)","(np.float64(0.9642684626126306), 0, np.float64(2551.1567528932437))",208,"Lognormal(normalMean=7.244, normalStdDev=0.087)","(np.float64(0.08704123867070143), -832.153772563257, np.float64(1400.0697920153104))",118,평일,3,"['mean', 'median', 'mode']"
212,건대입구,승차,08시-09시,"Triangular(min=0.000, mode=4320.000, max=4320.000)","(np.float64(0.9999999925026438), 0, np.float64(4320.000178936871))",208,"Weibull(shape=2.718, scale=828.012)","(np.float64(2.7182085915188345), np.float64(144.68698442809546), np.float64(828.0116572873035))",118,평일,3,"['mean', 'median', 'mode']"
212,건대입구,승차,09시-10시,"Triangular(min=2144.891, mode=2503.000, max=2726.052)","(np.float64(0.616195649556504), np.float64(2144.8914021220617), np.float64(581.1605435134447))",189,"Triangular(min=0.000, mode=2469.000, max=2612.345)","(np.float64(0.9451276791344961), 0, np.float64(2612.345458189589))",156,평일,3,"['mean', 'median', 'mode']"
212,건대입구,승차,10시-11시,"Weibull(shape=13.823, scale=937.816)","(np.float64(13.822845188726195), np.float64(449.21525213033925), np.float64(937.8160223077626))",144,"Triangular(min=835.602, mode=1443.000, max=1590.028)","(np.float64(0.8051133294884263), np.float64(835.6016815961868), np.float64(754.4258629886472))",130,평일,3,"['mean', 'median', 'mode']"
212,건대입구,승차,11시-12시,"Weibull(shape=3.838, scale=279.960)","(np.float64(3.837964260779595), np.float64(964.5333161940526), np.float64(279.95966257416217))",153,"Lognormal(normalMean=6.607, normalStdDev=0.282)","(np.float64(0.28235962305678997), 574.0681662117805, np.float64(740.4694100085252))",140,주말,2,"['mean', 'median']"
212,건대입구,승차,12시-13시,"Triangular(min=1185.893, mode=1392.000, max=1580.221)","(np.float64(0.5226789091460744), np.float64(1185.893346852762), np.float64(394.3274724897675))",191,"Triangular(min=972.085, mode=1438.000, max=2064.957)","(np.float64(0.4263216844943239), np.float64(972.0850606823778), np.float64(1092.8717826112097))",139,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,13시-14시,"Triangular(min=956.139, mode=1556.000, max=1755.771)","(np.float64(0.7501709912816288), np.float64(956.1391883818078), np.float64(799.6321087004602))",202,"Gamma(alpha=4982.693, beta=3.886)","(np.float64(4982.692758833797), np.float64(-17682.71783770529), np.float64(3.885553596777605))",136,주말,2,"['mean', 'median']"
212,건대입구,승차,14시-15시,"Triangular(min=1204.535, mode=1521.000, max=1767.493)","(np.float64(0.5621468365530755), np.float64(1204.5349559855), np.float64(562.9579736755488))",188,"Gamma(alpha=20.020, beta=61.057)","(np.float64(20.020345491065704), np.float64(553.5472768851557), np.float64(61.056927716960836))",139,주말,2,"['mean', 'median']"
212,건대입구,승차,15시-16시,"Triangular(min=1250.229, mode=1680.000, max=1995.982)","(np.float64(0.576291159312146), np.float64(1250.2290032001388), np.float64(745.7532357482798))",193,"Gamma(alpha=14.400, beta=74.106)","(np.float64(14.400315827076126), np.float64(895.2721971638177), np.float64(74.10580031923497))",136,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,16시-17시,"Triangular(min=1085.561, mode=2052.000, max=2483.073)","(np.float64(0.6915426895371131), np.float64(1085.5609746792045), np.float64(1397.5117370879093))",206,"Gamma(alpha=88.549, beta=44.704)","(np.float64(88.54875729205361), np.float64(-1750.5816733592487), np.float64(44.70448015881868))",147,주말,2,"['mean', 'median']"
212,건대입구,승차,17시-18시,"Triangular(min=1006.462, mode=2561.000, max=3216.476)","(np.float64(0.7034063042071015), np.float64(1006.4624521212473), np.float64(2210.013670017541))",207,"Weibull(shape=3.748, scale=1839.883)","(np.float64(3.747585717271731), np.float64(746.8018121232798), np.float64(1839.8831831430166))",155,평일,2,"['median', 'mode']"
212,건대입구,승차,18시-19시,"Triangular(min=1228.888, mode=3258.000, max=3744.173)","(np.float64(0.8067125962283894), np.float64(1228.8877476775838), np.float64(2515.2851979863594))",208,"Triangular(min=920.059, mode=3581.000, max=3762.499)","(np.float64(0.9361466659019457), np.float64(920.0589882101219), np.float64(2842.440302050247))",155,평일,3,"['mean', 'median', 'mode']"
212,건대입구,승차,19시-20시,"Gamma(alpha=23.061, beta=27.408)","(np.float64(23.06144953183341), np.float64(1566.1962081006568), np.float64(27.40844664081537))",182,"Triangular(min=1508.565, mode=2354.000, max=3042.311)","(np.float64(0.5512224617870287), np.float64(1508.5648112840354), np.float64(1533.7458962987166))",149,주말,2,"['mean', 'median']"
212,건대입구,승차,20시-21시,"Lognormal(normalMean=6.550, normalStdDev=0.284)","(np.float64(0.28389075755210247), 1450.2398299526878, np.float64(699.4917099602077))",163,"Gamma(alpha=61.177, beta=42.592)","(np.float64(61.17736070141069), np.float64(-195.39442796949913), np.float64(42.592102236564465))",137,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,21시-22시,"Triangular(min=1755.870, mode=2224.000, max=2895.057)","(np.float64(0.41093353197834315), np.float64(1755.8697646480246), np.float64(1139.187238134687))",203,"Triangular(min=1376.670, mode=2556.000, max=3758.888)","(np.float64(0.4950553568065223), np.float64(1376.6701810477157), np.float64(2382.2180746724534))",150,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,22시-23시,"Triangular(min=1549.807, mode=2115.000, max=3038.780)","(np.float64(0.37958595993025823), np.float64(1549.8068029962628), np.float64(1488.9728721985662))",199,"Weibull(shape=2.216, scale=1518.905)","(np.float64(2.2160310517512114), np.float64(1432.4883082964466), np.float64(1518.9048178674275))",154,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,23시-24시,"Triangular(min=767.866, mode=1286.000, max=2754.146)","(np.float64(0.2608565479455588), np.float64(767.8659221378177), np.float64(1986.2797462562162))",206,"Triangular(min=702.731, mode=2375.000, max=3170.730)","(np.float64(0.6775808361743807), np.float64(702.7308357682092), np.float64(2467.99949903203))",148,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,24시-01시,"Weibull(shape=1.123, scale=118.888)","(np.float64(1.1232001575815316), np.float64(225.8587534161816), np.float64(118.88845688338722))",158,"Triangular(min=0.000, mode=1.000, max=2968.026)","(np.float64(0.00033692427918394284), 0, np.float64(2968.025938673376))",140,평일,2,"['median', 'mode']"
212,건대입구,승차,01시-02시,"Weibull(shape=2.338, scale=35.870)","(np.float64(2.3375011364708502), np.float64(97.97568252549443), np.float64(35.870419181470815))",193,"Weibull(shape=3.140, scale=108.948)","(np.float64(3.1399314846066257), np.float64(63.028439006276756), np.float64(108.94837073622851))",152,주말,2,"['mean', 'median']"
212,건대입구,승차,02시-03시,"Lognormal(normalMean=4.786, normalStdDev=0.101)","(np.float64(0.10129048352688479), 6.863221011297376, np.float64(119.8472689112887))",187,"Weibull(shape=3.611, scale=108.072)","(np.float64(3.611186428291333), np.float64(58.65822239144606), np.float64(108.07157461508001))",148,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,03시-04시,"Weibull(shape=3.557, scale=38.563)","(np.float64(3.5565332152993188), np.float64(69.26031870742979), np.float64(38.563318581535896))",197,"Lognormal(normalMean=14.556, normalStdDev=0.000)","(np.float64(1.1847553535805161e-05), -2097082.999999999, np.float64(2097205.7614422166))",151,주말,3,"['mean', 'median', 'mode']"
212,건대입구,승차,04시-05시,"Weibull(shape=3.266, scale=22.849)","(np.float64(3.266467116469409), np.float64(43.71157776606137), np.float64(22.849483765138892))",200,"Weibull(shape=3.300, scale=52.121)","(np.float64(3.300252102743077), np.float64(28.316251271983617), np.float64(52.120691800073395))",154,주말,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,05시-06시,"Weibull(shape=3.443, scale=99.755)","(np.float64(3.442731729813379), np.float64(441.2229117778648), np.float64(99.75493102021743))",192,"Triangular(min=109.216, mode=187.000, max=702.928)","(np.float64(0.1310130195147087), np.float64(109.21604018078386), np.float64(593.7116791631051))",156,평일,2,"['mean', 'median']"
213,구의(광진구청),승차,06시-07시,"Triangular(min=0.000, mode=1173.000, max=1243.876)","(np.float64(0.9430203962748618), 0, np.float64(1243.8755350698025))",208,"Triangular(min=0.000, mode=1077.000, max=1180.286)","(np.float64(0.9124907903240862), 0, np.float64(1180.2858849243235))",156,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,07시-08시,"Triangular(min=0.000, mode=3301.000, max=3342.407)","(np.float64(0.9876115117058653), 0, np.float64(3342.407374636604))",208,"Weibull(shape=2.692, scale=489.215)","(np.float64(2.692268598543815), np.float64(48.96766830907561), np.float64(489.21509877232603))",118,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,08시-09시,"Triangular(min=0.000, mode=5557.000, max=5557.000)","(np.float64(0.9999999820070179), 0, np.float64(5557.000115020004))",208,"Weibull(shape=3.853, scale=1192.814)","(np.float64(3.853145444049712), np.float64(-232.41455542993498), np.float64(1192.8142925445013))",118,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,09시-10시,"Gamma(alpha=823.097, beta=4.636)","(np.float64(823.0965530621237), np.float64(-829.8921579397727), np.float64(4.635565567584427))",187,"Triangular(min=0.000, mode=2976.000, max=3177.493)","(np.float64(0.9365874794692787), 0, np.float64(3177.492829267999))",156,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,10시-11시,"Normal(mean=1313.973, stdDev=66.945)","(np.float64(1313.972602739726), np.float64(66.94497282377841))",146,"Triangular(min=631.071, mode=1389.000, max=1520.219)","(np.float64(0.8524212164875171), np.float64(631.0712536880895), np.float64(889.1481484176129))",139,평일,2,"['mean', 'median']"
213,구의(광진구청),승차,11시-12시,"Gamma(alpha=13112.635, beta=0.495)","(np.float64(13112.635073269408), np.float64(-5487.362517432721), np.float64(0.49532704387179416))",154,"Triangular(min=572.574, mode=1440.000, max=1576.435)","(np.float64(0.8640895796372748), np.float64(572.5738043644701), np.float64(1003.8614237152073))",142,주말,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,12시-13시,"Triangular(min=860.608, mode=998.000, max=1379.787)","(np.float64(0.26463323507319586), np.float64(860.607805021113), np.float64(519.1796674364934))",199,"Lognormal(normalMean=6.855, normalStdDev=0.197)","(np.float64(0.19690949454284026), 220.00661350134112, np.float64(948.3263765548695))",151,주말,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,13시-14시,"Triangular(min=859.143, mode=963.000, max=1102.529)","(np.float64(0.4267184080459051), np.float64(859.14255652171), np.float64(243.38636797050088))",191,"Triangular(min=715.928, mode=1038.000, max=1655.740)","(np.float64(0.3426985376575601), np.float64(715.9276931401378), np.float64(939.8123174457992))",153,주말,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,14시-15시,"Triangular(min=761.617, mode=894.000, max=1074.457)","(np.float64(0.42316504874414995), np.float64(761.6168945600057), np.float64(312.84037019571167))",201,"Triangular(min=648.079, mode=981.000, max=1591.702)","(np.float64(0.3528112377822247), np.float64(648.0792244970258), np.float64(943.6229344519081))",155,주말,2,"['mean', 'median']"
213,구의(광진구청),승차,15시-16시,"Triangular(min=805.148, mode=929.000, max=1067.872)","(np.float64(0.4714149075733267), np.float64(805.14795077192), np.float64(262.7240828302019))",194,"Gamma(alpha=9.823, beta=67.224)","(np.float64(9.82259932001294), np.float64(430.43005676270974), np.float64(67.22439816833538))",155,주말,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,16시-17시,"Triangular(min=522.472, mode=1385.000, max=1667.973)","(np.float64(0.7529701372920817), np.float64(522.4716937142493), np.float64(1145.5013466905443))",208,"Triangular(min=377.120, mode=1455.000, max=1958.977)","(np.float64(0.6814015141327623), np.float64(377.12034609650925), np.float64(1581.856851720238))",156,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,17시-18시,"Triangular(min=511.304, mode=1529.000, max=1723.770)","(np.float64(0.839360185410386), np.float64(511.3044227935802), np.float64(1212.4658697131304))",208,"Triangular(min=442.754, mode=799.000, max=2090.190)","(np.float64(0.2162424571889579), np.float64(442.754389148872), np.float64(1647.436009952626))",156,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,18시-19시,"Triangular(min=996.939, mode=1818.000, max=1979.706)","(np.float64(0.8354584862061323), np.float64(996.9387139711394), np.float64(982.7673063264106))",198,"Triangular(min=0.000, mode=2039.000, max=2232.856)","(np.float64(0.9131800587582265), 0, np.float64(2232.8564673411647))",156,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,19시-20시,"Lognormal(normalMean=5.712, normalStdDev=0.161)","(np.float64(0.16105241635391254), 564.7007653190238, np.float64(302.47701738044435))",149,"Triangular(min=293.323, mode=531.000, max=1448.394)","(np.float64(0.20576856815975042), np.float64(293.32251311328673), np.float64(1155.0718800915988))",145,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,20시-21시,"Normal(mean=660.477, stdDev=46.115)","(np.float64(660.476821192053), np.float64(46.11543742287529))",151,"Weibull(shape=2.549, scale=346.902)","(np.float64(2.5487324225684738), np.float64(295.3816627415622), np.float64(346.90161842907355))",142,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,21시-22시,"Lognormal(normalMean=5.968, normalStdDev=0.136)","(np.float64(0.13622104416627714), 219.9055143295063, np.float64(390.5290922456317))",154,"Triangular(min=260.648, mode=576.000, max=802.712)","(np.float64(0.5817608747336489), np.float64(260.6481976803648), np.float64(542.0643016405425))",143,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,22시-23시,"Triangular(min=401.005, mode=570.000, max=743.641)","(np.float64(0.49322032185781617), np.float64(401.0050386581453), np.float64(342.63584417316576))",198,"Weibull(shape=3.292, scale=434.732)","(np.float64(3.292203335389243), np.float64(125.78429921724612), np.float64(434.73223601176153))",156,평일,2,"['mean', 'median']"
213,구의(광진구청),승차,23시-24시,"Lognormal(normalMean=6.371, normalStdDev=0.069)","(np.float64(0.06912014172952918), -284.2561218002018, np.float64(584.355250703506))",154,"Normal(mean=313.253, stdDev=136.986)","(np.float64(313.25333333333333), np.float64(136.98648043592556))",150,평일,2,"['median', 'mode']"
213,구의(광진구청),승차,24시-01시,"Triangular(min=0.000, mode=69.000, max=97.973)","(np.float64(0.7042786796701841), 0, np.float64(97.97258095991548))",156,"Triangular(min=0.000, mode=1.000, max=547.363)","(np.float64(0.001826942140178236), 0, np.float64(547.3627006855851))",144,평일,2,"['median', 'mode']"
213,구의(광진구청),승차,01시-02시,"Triangular(min=86.549, mode=117.000, max=139.794)","(np.float64(0.5719039102137111), np.float64(86.54882310703016), np.float64(53.245269339752696))",187,"Gamma(alpha=511.444, beta=1.142)","(np.float64(511.4436478001801), np.float64(-474.26914759465603), np.float64(1.1424179324290789))",155,평일,3,"['mean', 'median', 'mode']"
213,구의(광진구청),승차,02시-03시,"Weibull(shape=4.259, scale=50.510)","(np.float64(4.259046666883501), np.float64(64.52956225745085), np.float64(50.51035117567305))",192,"Triangular(min=33.845, mode=125.000, max=158.574)","(np.float64(0.7308251664980174), np.float64(33.84499881515408), np.float64(124.72887549680445))",155,평일,2,"['mean', 'median']"
213,구의(광진구청),승차,03시-04시,"Weibull(shape=4.732, scale=42.322)","(np.float64(4.731541710921976), np.float64(49.22708325047909), np.float64(42.32190770365025))",192,"Gamma(alpha=355.365, beta=0.991)","(np.float64(355.36451020949653), np.float64(-268.2115257098326), np.float64(0.9905450120846706))",155,평일,2,"['mean', 'median']"
213,구의(광진구청),승차,04시-05시,"Triangular(min=42.136, mode=59.000, max=72.777)","(np.float64(0.5503816559898119), np.float64(42.13562578208807), np.float64(30.641235999097972))",193,"Weibull(shape=3.770, scale=51.730)","(np.float64(3.769827908270387), np.float64(6.073414512797085), np.float64(51.72978136771925))",156,평일,2,"['mean', 'median']"
214,강변(동서울터미널),승차,05시-06시,"Triangular(min=287.697, mode=334.000, max=395.408)","(np.float64(0.42988390826549916), np.float64(287.69697942940263), np.float64(107.71052225438322))",189,"Triangular(min=81.922, mode=136.000, max=426.494)","(np.float64(0.15694375035069486), np.float64(81.92155022045159), np.float64(344.5721773839283))",156,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),승차,06시-07시,"Triangular(min=0.000, mode=1302.000, max=1325.350)","(np.float64(0.9823816915354423), 0, np.float64(1325.3504327597698))",208,"Triangular(min=0.000, mode=1.000, max=1049.240)","(np.float64(0.0009530709440095284), 0, np.float64(1049.239834608001))",125,평일,2,"['mean', 'median']"
214,강변(동서울터미널),승차,07시-08시,"Triangular(min=0.000, mode=3794.000, max=3824.467)","(np.float64(0.9920337624829441), 0, np.float64(3824.466609385305))",208,"Weibull(shape=1.690, scale=393.605)","(np.float64(1.6899418728389766), np.float64(78.88160415782707), np.float64(393.60539691394604))",118,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),승차,08시-09시,"Triangular(min=0.000, mode=5449.000, max=5815.275)","(np.float64(0.9370150293400353), 0, np.float64(5815.274920229849))",208,"Gamma(alpha=3067.597, beta=8.553)","(np.float64(3067.5971476385566), np.float64(-25263.629458747993), np.float64(8.553360528759058))",118,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),승차,09시-10시,"Gamma(alpha=20109.604, beta=1.072)","(np.float64(20109.60420661739), np.float64(-18161.767941899554), np.float64(1.0724024685510074))",185,"Triangular(min=0.000, mode=3281.000, max=3642.627)","(np.float64(0.9007235205941939), 0, np.float64(3642.6272046668705))",156,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),승차,10시-11시,"Gamma(alpha=434.227, beta=8.891)","(np.float64(434.22673174024476), np.float64(-1602.1096948485138), np.float64(8.891362722937881))",153,"Weibull(shape=5.970, scale=3141.879)","(np.float64(5.970116556490014), np.float64(-955.079573439157), np.float64(3141.879268944193))",143,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),승차,11시-12시,"Lognormal(normalMean=7.377, normalStdDev=0.109)","(np.float64(0.10926183603287323), 146.07581637892892, np.float64(1599.5360326838277))",159,"Triangular(min=1047.155, mode=1848.000, max=3477.473)","(np.float64(0.32952257224069137), np.float64(1047.155430606565), np.float64(2430.3177896094703))",154,주말,2,"['mean', 'median']"
214,강변(동서울터미널),승차,12시-13시,"Lognormal(normalMean=6.095, normalStdDev=0.481)","(np.float64(0.48050627314226685), 1193.4704753336039, np.float64(443.7773325892717))",194,"Triangular(min=1006.915, mode=1754.000, max=3345.436)","(np.float64(0.3194688254348468), np.float64(1006.9154817429837), np.float64(2338.520877671477))",155,주말,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),승차,13시-14시,"Gamma(alpha=6.446, beta=63.375)","(np.float64(6.445617826383797), np.float64(1115.9026279441264), np.float64(63.3745988049302))",202,"Triangular(min=1028.048, mode=1719.000, max=3098.933)","(np.float64(0.3336504926984898), np.float64(1028.048365824161), np.float64(2070.8845012868187))",155,주말,3,"['mean', 'median', 'mode']"
