역번호,역명,구분,시간대,평일 분포,평일 매개변수,평일 데이터수,주말 분포,주말 매개변수,주말 데이터수,승자,승리 횟수,승리 항목
214,강변(동서울터미널),하차,10시-11시,"Lognormal(normalMean=6.253, normalStdDev=0.343)","(np.float64(0.3431655213973746), 640.2419085491279, np.float64(519.7312285448952))",186,"Weibull(shape=2.677, scale=973.553)","(np.float64(2.6769273572925596), np.float64(449.3915380616779), np.float64(973.5534984183539))",155,주말,2,"['mean', 'median']"
214,강변(동서울터미널),하차,11시-12시,"Triangular(min=817.859, mode=1048.000, max=1321.006)","(np.float64(0.45740282846654), np.float64(817.8590644358442), np.float64(503.1471631547769))",190,"Weibull(shape=2.020, scale=671.172)","(np.float64(2.020078788024021), np.float64(707.8664686154768), np.float64(671.1715348966547))",155,주말,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,12시-13시,"Weibull(shape=2.920, scale=282.093)","(np.float64(2.919854515107801), np.float64(901.8182469869054), np.float64(282.0927284565381))",196,"Triangular(min=760.555, mode=1372.000, max=2208.675)","(np.float64(0.4222336518728864), np.float64(760.5550217407979), np.float64(1448.1199580942803))",155,주말,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,13시-14시,"Weibull(shape=3.817, scale=319.878)","(np.float64(3.8168826673366327), np.float64(928.4848434672563), np.float64(319.8778787115431))",172,"Weibull(shape=4.281, scale=1003.961)","(np.float64(4.281129134060917), np.float64(749.72997505792), np.float64(1003.9609137621455))",133,주말,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,14시-15시,"Weibull(shape=6.056, scale=613.086)","(np.float64(6.056466682282548), np.float64(796.6188577318298), np.float64(613.0859367065739))",177,"Weibull(shape=7.755, scale=1804.848)","(np.float64(7.754683612212041), np.float64(112.19167477094368), np.float64(1804.8475204131264))",146,주말,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,15시-16시,"Triangular(min=1143.227, mode=1731.000, max=2025.757)","(np.float64(0.6660088077930086), np.float64(1143.226852242831), np.float64(882.5305925078771))",179,"Weibull(shape=20.255, scale=5059.582)","(np.float64(20.255200363234174), np.float64(-2856.3373910224477), np.float64(5059.581855148455))",146,주말,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,16시-17시,"Triangular(min=1067.671, mode=1991.000, max=2417.030)","(np.float64(0.6842724856585973), np.float64(1067.6710273298013), np.float64(1349.3586137397383))",204,"Triangular(min=1340.501, mode=2284.000, max=3014.272)","(np.float64(0.5636965094045472), np.float64(1340.5011425997063), np.float64(1673.7709772183543))",148,주말,2,"['mean', 'median']"
214,강변(동서울터미널),하차,17시-18시,"Triangular(min=1066.802, mode=2703.000, max=3574.530)","(np.float64(0.6524623311647293), np.float64(1066.8018159574544), np.float64(2507.7281950068545))",207,"Lognormal(normalMean=7.552, normalStdDev=0.241)","(np.float64(0.24126826355475867), 423.897692160161, np.float64(1903.7787799221303))",138,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,18시-19시,"Triangular(min=763.750, mode=4199.000, max=5998.783)","(np.float64(0.6562041535988399), np.float64(763.7496938289992), np.float64(5235.032858798149))",208,"Weibull(shape=4.775, scale=1238.285)","(np.float64(4.774574343567869), np.float64(1011.3878867652825), np.float64(1238.2848462771062))",116,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,19시-20시,"Normal(mean=2772.669, stdDev=153.664)","(np.float64(2772.6685393258426), np.float64(153.66374796025337))",178,"Triangular(min=470.139, mode=3315.000, max=3754.614)","(np.float64(0.8661540280603492), np.float64(470.1393718703521), np.float64(3284.474280514548))",156,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,20시-21시,"Lognormal(normalMean=8.459, normalStdDev=0.026)","(np.float64(0.02597779796143401), -2896.4971075855156, np.float64(4719.114699155525))",152,"Weibull(shape=4.303, scale=1033.190)","(np.float64(4.3033893337895215), np.float64(830.3396523605738), np.float64(1033.1898956587652))",140,평일,2,"['mean', 'median']"
214,강변(동서울터미널),하차,21시-22시,"Normal(mean=1613.933, stdDev=125.980)","(np.float64(1613.9333333333334), np.float64(125.97987493599479))",150,"Triangular(min=682.233, mode=1644.000, max=2067.558)","(np.float64(0.6942537845230039), np.float64(682.2333255577606), np.float64(1385.3243523940173))",143,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,22시-23시,"Weibull(shape=3.830, scale=704.793)","(np.float64(3.8301380406514602), np.float64(947.1553567982187), np.float64(704.7930888555047))",197,"Triangular(min=299.331, mode=1727.000, max=2142.641)","(np.float64(0.7745137764441892), np.float64(299.3307780054207), np.float64(1843.3103004983168))",156,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,23시-24시,"Lognormal(normalMean=6.742, normalStdDev=0.169)","(np.float64(0.16897052139672292), -109.18093001352557, np.float64(847.2163396274798))",161,"Weibull(shape=2.181, scale=783.848)","(np.float64(2.181471877502587), np.float64(193.27417856486142), np.float64(783.8482827258226))",151,주말,2,"['mean', 'median']"
214,강변(동서울터미널),하차,24시-01시,"Triangular(min=0.000, mode=227.000, max=729.518)","(np.float64(0.31116422258005433), 0, np.float64(729.5183169158387))",158,"Triangular(min=0.000, mode=1.000, max=1228.348)","(np.float64(0.0008141013047594108), 0, np.float64(1228.3483555768216))",135,주말,2,"['mean', 'mode']"
214,강변(동서울터미널),하차,01시-02시,"Weibull(shape=4.045, scale=25.177)","(np.float64(4.045048473061657), np.float64(44.47750057768839), np.float64(25.17698149045181))",194,"Triangular(min=20.657, mode=72.000, max=98.172)","(np.float64(0.6623643599109659), np.float64(20.657448585366154), np.float64(77.51406102079525))",156,평일,3,"['mean', 'median', 'mode']"
214,강변(동서울터미널),하차,02시-03시,"Weibull(shape=3.428, scale=32.395)","(np.float64(3.427553443274576), np.float64(49.520919755433184), np.float64(32.39472797800858))",198,"Triangular(min=25.192, mode=87.000, max=120.986)","(np.float64(0.6452195870530537), np.float64(25.192299035664675), np.float64(95.7932805955867))",156,주말,2,"['median', 'mode']"
214,강변(동서울터미널),하차,03시-04시,"Triangular(min=41.808, mode=60.000, max=73.837)","(np.float64(0.567992613914015), np.float64(41.807894640685674), np.float64(32.028770881914255))",200,"Triangular(min=16.735, mode=67.000, max=85.638)","(np.float64(0.7295085879672862), np.float64(16.735326325450707), np.float64(68.90218073861732))",156,평일,2,"['mean', 'median']"
214,강변(동서울터미널),하차,04시-05시,"Triangular(min=51.958, mode=76.000, max=97.367)","(np.float64(0.5294554031072556), np.float64(51.95800781673901), np.float64(45.40890894247537))",200,"Lognormal(normalMean=15.249, normalStdDev=0.000)","(np.float64(4.649865368635122e-06), -4194280.0, np.float64(4194349.634570041))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,05시-06시,"Triangular(min=25.226, mode=116.000, max=150.287)","(np.float64(0.7258363012026781), np.float64(25.22643467289261), np.float64(125.06065786033045))",207,"Triangular(min=16.896, mode=26.000, max=148.416)","(np.float64(0.06922293773455457), np.float64(16.8957897284249), np.float64(131.5201372412838))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,06시-07시,"Triangular(min=0.000, mode=679.000, max=715.695)","(np.float64(0.9487276988553017), 0, np.float64(715.6953474074082))",208,"Triangular(min=0.000, mode=129.000, max=754.929)","(np.float64(0.17087710893650698), 0, np.float64(754.9285021175949))",156,평일,2,"['mean', 'median']"
215,잠실나루,하차,07시-08시,"Triangular(min=0.000, mode=1116.000, max=1181.438)","(np.float64(0.9446115355586615), 0, np.float64(1181.4380376516565))",208,"Weibull(shape=1.541, scale=154.682)","(np.float64(1.5414563969232167), np.float64(15.646218147779544), np.float64(154.681893849897))",118,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,08시-09시,"Triangular(min=0.000, mode=1967.000, max=2020.876)","(np.float64(0.9733404742887661), 0, np.float64(2020.875584620751))",208,"Gamma(alpha=1.345, beta=137.824)","(np.float64(1.3454950779899768), np.float64(107.83862924789582), np.float64(137.82366353635518))",118,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,09시-10시,"Weibull(shape=3.270, scale=223.533)","(np.float64(3.2703158410378963), np.float64(910.662095335512), np.float64(223.5330572960839))",181,"Triangular(min=0.000, mode=1078.000, max=1164.890)","(np.float64(0.9254093708327776), 0, np.float64(1164.8898681836674))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,10시-11시,"Gamma(alpha=965.758, beta=1.691)","(np.float64(965.7581726523017), np.float64(-809.008694776996), np.float64(1.6914281027472793))",144,"Triangular(min=102.099, mode=210.000, max=979.162)","(np.float64(0.12302540098608661), np.float64(102.09892636058441), np.float64(877.0633769451474))",144,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,11시-12시,"Gamma(alpha=39.866, beta=8.773)","(np.float64(39.86601505594504), np.float64(350.8479042299487), np.float64(8.773223308217002))",148,"Triangular(min=20.549, mode=695.000, max=695.000)","(np.float64(0.9999999999995812), np.float64(20.548958752620806), np.float64(674.4510412476832))",144,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,12시-13시,"Weibull(shape=3.694, scale=218.270)","(np.float64(3.6938923123861187), np.float64(638.0525546311826), np.float64(218.27036590415292))",193,"Triangular(min=13.181, mode=783.000, max=894.862)","(np.float64(0.8731265860414535), np.float64(13.180780214698824), np.float64(881.6811125579227))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,13시-14시,"Weibull(shape=8.252, scale=714.032)","(np.float64(8.252483467351386), np.float64(130.97781691532168), np.float64(714.0317159475613))",196,"Weibull(shape=2.094, scale=445.814)","(np.float64(2.0935875246427105), np.float64(165.27651182697437), np.float64(445.8141411610279))",155,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,14시-15시,"Lognormal(normalMean=6.833, normalStdDev=0.053)","(np.float64(0.0525715926367974), -150.65416018660602, np.float64(928.1881302616149))",186,"Triangular(min=110.793, mode=813.000, max=888.409)","(np.float64(0.903025960538739), np.float64(110.79304655707719), np.float64(777.6154663705231))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,15시-16시,"Triangular(min=628.980, mode=763.000, max=900.154)","(np.float64(0.49422129058159925), np.float64(628.9802930684815), np.float64(271.17347933482574))",189,"Weibull(shape=3.000, scale=515.299)","(np.float64(3.0001675106546237), np.float64(149.42478113903076), np.float64(515.2992323002077))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,16시-17시,"Weibull(shape=3.975, scale=276.593)","(np.float64(3.975435227604865), np.float64(531.7432932648965), np.float64(276.5931831461661))",196,"Weibull(shape=2.401, scale=451.443)","(np.float64(2.4010803531757094), np.float64(249.7018814212655), np.float64(451.44339522644555))",154,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,17시-18시,"Triangular(min=377.850, mode=1182.000, max=1312.479)","(np.float64(0.8603948394211549), np.float64(377.8502866130436), np.float64(934.6287036364292))",206,"Lognormal(normalMean=6.391, normalStdDev=0.317)","(np.float64(0.31664518922450624), 40.7705546452166, np.float64(596.6355573171642))",136,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,18시-19시,"Triangular(min=238.433, mode=1799.000, max=1943.060)","(np.float64(0.9154886742998534), np.float64(238.43333991513606), np.float64(1704.626942940784))",208,"Weibull(shape=1.540, scale=225.087)","(np.float64(1.5402608592506057), np.float64(388.7078111614825), np.float64(225.08705987817956))",120,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,19시-20시,"Weibull(shape=5.563, scale=530.760)","(np.float64(5.5626246094847325), np.float64(723.948662462636), np.float64(530.75954249643))",192,"Triangular(min=0.000, mode=1172.000, max=1366.006)","(np.float64(0.8579759246733349), 0, np.float64(1366.0056958398714))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,20시-21시,"Weibull(shape=6.456, scale=306.777)","(np.float64(6.455920652784591), np.float64(464.97557399164793), np.float64(306.776778663033))",146,"Weibull(shape=2.609, scale=381.871)","(np.float64(2.608618530651316), np.float64(161.3581066442909), np.float64(381.8713480447098))",144,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,21시-22시,"Normal(mean=718.878, stdDev=56.007)","(np.float64(718.8775510204082), np.float64(56.006789913826324))",147,"Triangular(min=167.534, mode=401.000, max=796.033)","(np.float64(0.3714663435611677), np.float64(167.53365068781966), np.float64(628.4993348452886))",144,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,22시-23시,"Weibull(shape=5.980, scale=332.278)","(np.float64(5.980298841558421), np.float64(390.9507587441989), np.float64(332.277960504253))",193,"Triangular(min=65.046, mode=679.000, max=827.147)","(np.float64(0.8056069371961538), np.float64(65.04592901920498), np.float64(762.1012712698014))",156,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,23시-24시,"Normal(mean=348.654, stdDev=51.743)","(np.float64(348.65384615384613), np.float64(51.742911547993806))",156,"Weibull(shape=2.530, scale=307.450)","(np.float64(2.530022143896616), np.float64(64.94089181756675), np.float64(307.44998974373436))",153,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,24시-01시,"Weibull(shape=2.727, scale=76.959)","(np.float64(2.7265589116221554), np.float64(67.97326610830055), np.float64(76.95915552257557))",149,"Triangular(min=0.000, mode=1.000, max=489.486)","(np.float64(0.0020425193483906037), 0, np.float64(489.48613849056375))",139,평일,3,"['mean', 'median', 'mode']"
215,잠실나루,하차,01시-02시,"Weibull(shape=3.769, scale=21.005)","(np.float64(3.7686168440999457), np.float64(30.38413886661713), np.float64(21.00502953622688))",199,"Gamma(alpha=807.076, beta=0.465)","(np.float64(807.0762600274411), np.float64(-327.7130292765904), np.float64(0.464887523879552))",155,주말,2,"['median', 'mode']"
215,잠실나루,하차,02시-03시,"Weibull(shape=3.677, scale=19.737)","(np.float64(3.677136645453109), np.float64(26.93899480211754), np.float64(19.73710141767983))",194,"Triangular(min=11.342, mode=50.000, max=72.747)","(np.float64(0.6295627251104821), np.float64(11.34188499132851), np.float64(61.40470500214103))",155,주말,2,"['median', 'mode']"
215,잠실나루,하차,03시-04시,"Weibull(shape=4.693, scale=20.071)","(np.float64(4.693496361662145), np.float64(20.461989620580955), np.float64(20.070729459610142))",194,"Triangular(min=7.663, mode=43.000, max=61.800)","(np.float64(0.6527385627295448), np.float64(7.662951564005883), np.float64(54.136603005517685))",156,평일,2,"['mean', 'median']"
215,잠실나루,하차,04시-05시,"Triangular(min=17.429, mode=29.000, max=37.868)","(np.float64(0.5661313622429001), np.float64(17.428627577850552), np.float64(20.43934574374526))",194,"Weibull(shape=3.557, scale=27.889)","(np.float64(3.5573638203665214), np.float64(2.599088045004125), np.float64(27.889159706854585))",154,평일,2,"['mean', 'median']"
216,잠실(송파구청),하차,05시-06시,"Weibull(shape=4.154, scale=49.746)","(np.float64(4.154314180539657), np.float64(143.03493628230854), np.float64(49.74571617337482))",185,"Weibull(shape=3.214, scale=111.379)","(np.float64(3.214202877778309), np.float64(42.52707016872961), np.float64(111.37858674547869))",156,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,06시-07시,"Triangular(min=0.000, mode=1423.000, max=1506.589)","(np.float64(0.9445176742528523), 0, np.float64(1506.5890651066745))",208,"Triangular(min=0.000, mode=1168.000, max=1875.794)","(np.float64(0.6226695199968673), 0, np.float64(1875.7944021331555))",156,평일,2,"['mean', 'median']"
216,잠실(송파구청),하차,07시-08시,"Triangular(min=0.000, mode=3702.000, max=3854.842)","(np.float64(0.9603506347095276), 0, np.float64(3854.842040189825))",208,"Triangular(min=64.000, mode=64.000, max=4273.941)","(np.float64(2.881975464910452e-09), np.float64(63.999963706651016), np.float64(4209.940653715281))",155,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,08시-09시,"Triangular(min=0.000, mode=8095.000, max=9472.361)","(np.float64(0.8545916097936679), 0, np.float64(9472.360724386883))",208,"Normal(mean=1721.898, stdDev=677.861)","(np.float64(1721.8983050847457), np.float64(677.8606475189089))",118,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,09시-10시,"Triangular(min=590.346, mode=6350.000, max=9294.431)","(np.float64(0.661718510808841), np.float64(590.3459487119085), np.float64(8704.084829442168))",208,"Normal(mean=3941.585, stdDev=1461.437)","(np.float64(3941.5851851851853), np.float64(1461.4366467189448))",135,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,10시-11시,"Weibull(shape=2.196, scale=1400.605)","(np.float64(2.196038035210548), np.float64(2880.413469935823), np.float64(1400.6053835029284))",160,"Weibull(shape=10.294, scale=6639.206)","(np.float64(10.294240371084221), np.float64(-2409.9735953239315), np.float64(6639.2058728206175))",122,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,11시-12시,"Triangular(min=2654.472, mode=3374.000, max=6788.180)","(np.float64(0.17406349497673457), np.float64(2654.4724291533707), np.float64(4133.707478086468))",198,"Gamma(alpha=12.712, beta=257.473)","(np.float64(12.712416729656077), np.float64(1173.038331113756), np.float64(257.472885806429))",149,주말,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,12시-13시,"Gamma(alpha=9.040, beta=156.132)","(np.float64(9.03965835161787), np.float64(2132.2008412680184), np.float64(156.13232804415853))",197,"Gamma(alpha=6.662, beta=342.891)","(np.float64(6.662358366155413), np.float64(2153.595119669402), np.float64(342.89126966934214))",151,주말,2,"['mean', 'median']"
216,잠실(송파구청),하차,13시-14시,"Weibull(shape=2.362, scale=851.106)","(np.float64(2.36241072958133), np.float64(2698.564794116674), np.float64(851.1064270907644))",195,"Lognormal(normalMean=8.034, normalStdDev=0.305)","(np.float64(0.30513934749549765), 1514.9150090397895, np.float64(3083.6140977339946))",151,주말,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,14시-15시,"Weibull(shape=2.476, scale=766.204)","(np.float64(2.476093047156904), np.float64(2685.827598607837), np.float64(766.2042976558371))",187,"Triangular(min=3012.667, mode=4022.000, max=7167.530)","(np.float64(0.24292805966299647), np.float64(3012.6672037888425), np.float64(4154.862956581955))",149,주말,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,15시-16시,"Lognormal(normalMean=8.794, normalStdDev=0.056)","(np.float64(0.055729305302058676), -2902.837119940568, np.float64(6592.6204132224775))",192,"Triangular(min=2925.505, mode=4317.000, max=7394.563)","(np.float64(0.3113620109699975), np.float64(2925.5051100770065), np.float64(4469.05801252846))",148,주말,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,16시-17시,"Weibull(shape=5.644, scale=2300.261)","(np.float64(5.6444704228688), np.float64(2138.5238495416343), np.float64(2300.2612340529904))",174,"Weibull(shape=2.757, scale=2960.692)","(np.float64(2.75705021146287), np.float64(2545.836528961452), np.float64(2960.6920856618954))",147,주말,2,"['mean', 'median']"
216,잠실(송파구청),하차,17시-18시,"Triangular(min=2391.659, mode=6403.000, max=8494.775)","(np.float64(0.6572611711443126), np.float64(2391.6591946919207), np.float64(6103.11544545353))",208,"Weibull(shape=2.485, scale=3881.443)","(np.float64(2.4854003093279804), np.float64(2290.203967011107), np.float64(3881.443231970865))",155,평일,2,"['median', 'mode']"
216,잠실(송파구청),하차,18시-19시,"Triangular(min=1876.771, mode=9655.000, max=11827.198)","(np.float64(0.7816979935608896), np.float64(1876.7714626468291), np.float64(9950.426637173383))",208,"Lognormal(normalMean=8.204, normalStdDev=0.393)","(np.float64(0.392590952716385), 1049.3621177544444, np.float64(3656.520352376808))",129,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,19시-20시,"Gamma(alpha=36.245, beta=48.983)","(np.float64(36.24460271988136), np.float64(4302.586235737679), np.float64(48.98253828902553))",180,"Triangular(min=389.245, mode=6591.000, max=8200.022)","(np.float64(0.7939997853652792), np.float64(389.24515405284353), np.float64(7810.776476590872))",156,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,20시-21시,"Lognormal(normalMean=8.578, normalStdDev=0.041)","(np.float64(0.04063138946421537), -1697.0516976516678, np.float64(5310.832899441659))",149,"Weibull(shape=2.670, scale=1880.260)","(np.float64(2.66970509604618), np.float64(1528.051882815681), np.float64(1880.2597931562173))",140,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,21시-22시,"Weibull(shape=4.779, scale=1166.171)","(np.float64(4.779197264178219), np.float64(2294.905063006909), np.float64(1166.170658955065))",147,"Triangular(min=1233.987, mode=3277.000, max=4121.240)","(np.float64(0.7075975006814841), np.float64(1233.9870035146564), np.float64(2887.2529856564297))",143,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,22시-23시,"Triangular(min=2255.860, mode=3385.000, max=4004.171)","(np.float64(0.6458463407400208), np.float64(2255.8600955514544), np.float64(1748.3104466270047))",196,"Triangular(min=663.598, mode=2854.000, max=4713.115)","(np.float64(0.5409045705802941), np.float64(663.5977961346196), np.float64(4049.5169074823325))",156,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,23시-24시,"Lognormal(normalMean=7.713, normalStdDev=0.135)","(np.float64(0.13534774775055514), -716.4820895948461, np.float64(2236.1972699130993))",160,"Normal(mean=1828.497, stdDev=683.991)","(np.float64(1828.496644295302), np.float64(683.9905669132602))",149,주말,2,"['mean', 'median']"
216,잠실(송파구청),하차,24시-01시,"Weibull(shape=1.359, scale=171.908)","(np.float64(1.3590609045615252), np.float64(262.27067298572445), np.float64(171.90832407035577))",158,"Triangular(min=0.000, mode=1.000, max=2194.100)","(np.float64(0.0004557676868654209), 0, np.float64(2194.100257357066))",132,주말,2,"['mean', 'mode']"
216,잠실(송파구청),하차,01시-02시,"Normal(mean=151.119, stdDev=19.203)","(np.float64(151.11855670103094), np.float64(19.202699712993574))",194,"Gamma(alpha=1270.662, beta=1.178)","(np.float64(1270.6620250638853), np.float64(-1350.7811125677026), np.float64(1.1775020748979959))",155,평일,3,"['mean', 'median', 'mode']"
216,잠실(송파구청),하차,02시-03시,"Weibull(shape=3.406, scale=74.904)","(np.float64(3.406278458992009), np.float64(136.66921819545325), np.float64(74.90441126682249))",191,"Gamma(alpha=723.198, beta=2.078)","(np.float64(723.198027200385), np.float64(-1305.5154491616295), np.float64(2.0779946656722963))",155,평일,2,"['mean', 'mode']"
216,잠실(송파구청),하차,03시-04시,"Weibull(shape=3.576, scale=70.302)","(np.float64(3.5759121168733), np.float64(88.04601694280709), np.float64(70.30176562843002))",202,"Normal(mean=145.273, stdDev=39.654)","(np.float64(145.27272727272728), np.float64(39.653576627023575))",154,평일,2,"['mean', 'mode']"
216,잠실(송파구청),하차,04시-05시,"Triangular(min=95.229, mode=134.000, max=177.255)","(np.float64(0.4726699827417208), np.float64(95.2287518177016), np.float64(82.02604271091715))",200,"Triangular(min=33.888, mode=168.000, max=207.179)","(np.float64(0.7739128984203854), np.float64(33.8875925109968), np.float64(173.29134552984732))",155,평일,2,"['mean', 'mode']"
217,잠실새내,하차,05시-06시,"Gamma(alpha=484.039, beta=0.311)","(np.float64(484.03854779785297), np.float64(-117.70164221116244), np.float64(0.3106361522017014))",200,"Weibull(shape=3.050, scale=27.982)","(np.float64(3.050318969854661), np.float64(2.0918112153800554), np.float64(27.981563020266652))",153,평일,3,"['mean', 'median', 'mode']"
217,잠실새내,하차,06시-07시,"Triangular(min=0.000, mode=386.000, max=424.995)","(np.float64(0.9082450889025676), 0, np.float64(424.99541686380945))",208,"Triangular(min=0.000, mode=323.000, max=436.439)","(np.float64(0.7400796755136041), 0, np.float64(436.43949507243514))",156,평일,2,"['mean', 'median']"
217,잠실새내,하차,07시-08시,"Triangular(min=0.000, mode=790.000, max=838.168)","(np.float64(0.9425318501942778), 0, np.float64(838.1679619608672))",208,"Triangular(min=10.000, mode=10.000, max=921.987)","(np.float64(4.55576970194427e-12), np.float64(9.999999995842217), np.float64(911.9865130013499))",156,평일,2,"['mean', 'median']"
217,잠실새내,하차,08시-09시,"Triangular(min=18.026, mode=1217.000, max=1290.916)","(np.float64(0.9419305911069997), np.float64(18.025701703233473), np.float64(1272.8902847156046))",208,"Triangular(min=0.000, mode=1245.000, max=1309.623)","(np.float64(0.9506554319802627), 0, np.float64(1309.6227695532375))",156,평일,3,"['mean', 'median', 'mode']"
217,잠실새내,하차,09시-10시,"Triangular(min=378.483, mode=1209.000, max=1306.335)","(np.float64(0.8950965199904097), np.float64(378.4834987964708), np.float64(927.8513351982222))",205,"Triangular(min=0.000, mode=1195.000, max=1406.102)","(np.float64(0.8498671011524421), 0, np.float64(1406.1021992326569))",156,평일,3,"['mean', 'median', 'mode']"
217,잠실새내,하차,10시-11시,"Lognormal(normalMean=5.302, normalStdDev=0.397)","(np.float64(0.39737622013532314), 678.0921990369119, np.float64(200.67566899576966))",166,"Triangular(min=59.592, mode=900.000, max=1330.868)","(np.float64(0.6610742526431488), np.float64(59.592481216587764), np.float64(1271.2755267798248))",156,평일,3,"['mean', 'median', 'mode']"
217,잠실새내,하차,11시-12시,"Lognormal(normalMean=5.901, normalStdDev=0.261)","(np.float64(0.26144912478274834), 555.3037382305723, np.float64(365.223605754655))",189,"Weibull(shape=39.285, scale=7339.976)","(np.float64(39.28482223064487), np.float64(-6324.623142597138), np.float64(7339.976266679858))",152,평일,2,"['mean', 'mode']"
217,잠실새내,하차,12시-13시,"Triangular(min=764.300, mode=992.000, max=1145.133)","(np.float64(0.5979004027840238), np.float64(764.3000489713829), np.float64(380.8325767433264))",192,"Triangular(min=457.921, mode=1106.000, max=1563.987)","(np.float64(0.5859314261071875), np.float64(457.9213865878912), np.float64(1106.0656324679776))",144,주말,3,"['mean', 'median', 'mode']"
217,잠실새내,하차,13시-14시,"Weibull(shape=19.376, scale=1710.976)","(np.float64(19.376257905359275), np.float64(-597.5410395487281), np.float64(1710.9761230192835))",194,"Triangular(min=517.591, mode=1200.000, max=1733.967)","(np.float64(0.5610182129633506), np.float64(517.5911564183252), np.float64(1216.3755611329282))",151,주말,2,"['mean', 'median']"
217,잠실새내,하차,14시-15시,"Weibull(shape=5.504, scale=642.496)","(np.float64(5.503828155532018), np.float64(559.2809917299946), np.float64(642.4960644621112))",204,"Normal(mean=1216.132, stdDev=257.560)","(np.float64(1216.132450331126), np.float64(257.55957776657016))",151,주말,2,"['mean', 'median']"
217,잠실새내,하차,15시-16시,"Triangular(min=918.440, mode=1351.000, max=1670.075)","(np.float64(0.5754915038812187), np.float64(918.4404139595172), np.float64(751.6350513019158))",203,"Weibull(shape=3.001, scale=921.332)","(np.float64(3.001308794296782), np.float64(558.8042713854203), np.float64(921.3324736293232))",150,주말,2,"['mean', 'median']"
217,잠실새내,하차,16시-17시,"Triangular(min=845.855, mode=1720.000, max=2034.912)","(np.float64(0.7351582009470183), np.float64(845.854599026917), np.float64(1189.0575387012782))",208,"Weibull(shape=2.559, scale=974.698)","(np.float64(2.55914612833027), np.float64(677.701483697095), np.float64(974.6975080997091))",151,주말,3,"['mean', 'median', 'mode']"
217,잠실새내,하차,17시-18시,"Triangular(min=834.641, mode=2405.000, max=2844.246)","(np.float64(0.7814268290315004), np.float64(834.6409749702736), np.float64(2009.6046973299294))",208,"Gamma(alpha=13.767, beta=163.282)","(np.float64(13.767084288168324), np.float64(-411.29047009724724), np.float64(163.2820301900285))",156,평일,3,"['mean', 'median', 'mode']"
217,잠실새내,하차,18시-19시,"Triangular(min=699.040, mode=3669.000, max=4143.203)","(np.float64(0.8623170197093875), np.float64(699.0396125299808), np.float64(3444.163016136956))",208,"Gamma(alpha=23.280, beta=83.219)","(np.float64(23.279821823307408), np.float64(-378.35790758647954), np.float64(83.21940334665764))",120,평일,3,"['mean', 'median', 'mode']"
