역번호,역명,구분,시간대,분포,KS통계량,P값,데이터수,성공여부
208,왕십리(성동구청),하차,04시-05시,"Triangular(min=1.058, mode=8.000, max=8.000)",0.278217,0.0,200,실패
209,한양대,하차,05시-06시,"Triangular(min=8.139, mode=18.000, max=27.760)",0.074889,0.206159,198,성공
209,한양대,하차,06시-07시,"Triangular(min=0.000, mode=286.000, max=407.434)",0.249991,0.0,208,실패
209,한양대,하차,07시-08시,"Triangular(min=0.000, mode=13.000, max=1135.264)",0.232639,0.0,208,실패
209,한양대,하차,08시-09시,"Triangular(min=0.000, mode=3799.000, max=3879.708)",0.28164,0.0,208,실패
209,한양대,하차,09시-10시,"Triangular(min=0.000, mode=2848.000, max=3856.616)",0.254803,0.0,208,실패
209,한양대,하차,10시-11시,"Triangular(min=0.000, mode=2582.000, max=4001.862)",0.156837,6.2e-05,208,실패
209,한양대,하차,11시-12시,"Triangular(min=210.812, mode=786.000, max=1481.582)",0.210671,1e-06,160,실패
209,한양대,하차,12시-13시,"Triangular(min=0.000, mode=706.000, max=2952.458)",0.187136,1e-06,204,실패
209,한양대,하차,13시-14시,"Triangular(min=0.000, mode=1368.000, max=1550.606)",0.152887,0.000104,208,실패
209,한양대,하차,14시-15시,"Triangular(min=75.559, mode=941.000, max=1310.691)",0.137131,0.001256,193,실패
209,한양대,하차,15시-16시,"Weibull(shape=4.940, scale=352.317)",0.075646,0.343952,149,성공
209,한양대,하차,16시-17시,"Triangular(min=216.482, mode=433.000, max=602.197)",0.085674,0.12477,185,성공
209,한양대,하차,17시-18시,"Triangular(min=76.746, mode=633.000, max=853.000)",0.169768,1.2e-05,206,실패
209,한양대,하차,18시-19시,"Triangular(min=0.000, mode=367.000, max=1405.397)",0.158822,5.3e-05,206,실패
209,한양대,하차,19시-20시,"Triangular(min=160.899, mode=376.000, max=527.892)",0.064524,0.397392,188,성공
209,한양대,하차,20시-21시,"Triangular(min=131.817, mode=209.000, max=404.863)",0.332997,0.0,161,실패
209,한양대,하차,21시-22시,"Lognormal(normalMean=4.908, normalStdDev=0.237)",0.047977,0.791564,177,성공
209,한양대,하차,22시-23시,"Triangular(min=132.101, mode=191.000, max=258.468)",0.030513,0.9907,196,성공
209,한양대,하차,23시-24시,"Gamma(alpha=5.189, beta=13.278)",0.03564,0.960517,192,성공
209,한양대,하차,24시-01시,"Weibull(shape=1.665, scale=31.430)",0.044446,0.909713,153,성공
209,한양대,하차,01시-02시,"Triangular(min=2.685, mode=5.000, max=11.633)",0.105691,0.023229,196,실패
209,한양대,하차,02시-03시,"Triangular(min=0.680, mode=8.000, max=8.000)",0.299386,0.0,193,실패
209,한양대,하차,03시-04시,"Triangular(min=0.732, mode=3.000, max=7.415)",0.168224,2.4e-05,197,실패
209,한양대,하차,04시-05시,"Triangular(min=0.078, mode=4.000, max=4.000)",0.359136,0.0,198,실패
210,뚝섬,하차,05시-06시,"Triangular(min=79.170, mode=102.000, max=116.543)",0.041769,0.880676,190,성공
210,뚝섬,하차,06시-07시,"Triangular(min=0.000, mode=702.000, max=856.122)",0.276524,0.0,208,실패
210,뚝섬,하차,07시-08시,"Triangular(min=0.000, mode=1974.000, max=2078.701)",0.274071,0.0,208,실패
210,뚝섬,하차,08시-09시,"Triangular(min=0.000, mode=6763.000, max=7076.587)",0.451636,0.0,208,실패
210,뚝섬,하차,09시-10시,"Triangular(min=0.000, mode=4401.000, max=4917.840)",0.419731,0.0,208,실패
210,뚝섬,하차,10시-11시,"Gamma(alpha=5584.230, beta=1.612)",0.043298,0.936046,146,성공
210,뚝섬,하차,11시-12시,"Triangular(min=349.317, mode=1044.000, max=2333.011)",0.387379,0.0,158,실패
210,뚝섬,하차,12시-13시,"Triangular(min=549.941, mode=1024.000, max=1855.830)",0.113393,0.009429,205,실패
210,뚝섬,하차,13시-14시,"Weibull(shape=2.919, scale=241.534)",0.024368,0.99982,183,성공
210,뚝섬,하차,14시-15시,"Triangular(min=737.242, mode=941.000, max=1246.168)",0.047609,0.774721,186,성공
210,뚝섬,하차,15시-16시,"Lognormal(normalMean=6.655, normalStdDev=0.129)",0.038225,0.935277,189,성공
210,뚝섬,하차,16시-17시,"Triangular(min=814.198, mode=1036.000, max=1268.641)",0.050451,0.726696,181,성공
210,뚝섬,하차,17시-18시,"Triangular(min=760.145, mode=1253.000, max=1624.620)",0.039478,0.901878,200,성공
210,뚝섬,하차,18시-19시,"Triangular(min=460.847, mode=1880.000, max=2339.457)",0.142492,0.000395,207,실패
210,뚝섬,하차,19시-20시,"Lognormal(normalMean=5.695, normalStdDev=0.360)",0.068916,0.360373,175,성공
210,뚝섬,하차,20시-21시,"Weibull(shape=4.562, scale=174.841)",0.068997,0.44452,152,성공
210,뚝섬,하차,21시-22시,"Normal(mean=447.752, stdDev=40.133)",0.054812,0.726301,153,성공
210,뚝섬,하차,22시-23시,"Triangular(min=291.957, mode=420.000, max=602.438)",0.043403,0.831595,199,성공
210,뚝섬,하차,23시-24시,"Lognormal(normalMean=5.083, normalStdDev=0.312)",0.082573,0.181098,172,성공
210,뚝섬,하차,24시-01시,"Weibull(shape=1.676, scale=52.832)",0.050107,0.818368,153,성공
210,뚝섬,하차,01시-02시,"Triangular(min=8.753, mode=15.000, max=21.429)",0.125754,0.003921,194,실패
210,뚝섬,하차,02시-03시,"Lognormal(normalMean=11.090, normalStdDev=0.000)",0.092513,0.060084,201,성공
210,뚝섬,하차,03시-04시,"Triangular(min=6.306, mode=11.000, max=16.634)",0.110935,0.01341,200,실패
210,뚝섬,하차,04시-05시,"Triangular(min=4.561, mode=10.000, max=14.486)",0.148938,0.000268,198,실패
211,성수,하차,05시-06시,"Weibull(shape=3.735, scale=50.001)",0.045762,0.803723,190,성공
211,성수,하차,06시-07시,"Triangular(min=0.000, mode=1411.000, max=1496.512)",0.353638,0.0,208,실패
